,Reason Lists,Labels
10,"“43 in the fall...”
“And for fans of Saturday Night Live Weekend Update Summer Edition promises to feature contributions from a number of the show s key cast members during the next few weeks providing a nice holdover until the mothership returns for Season...”
“If not, “Weekend Update: Summer Edition” is unlikely to seduce you.”
“NBC s special edition of the faux newscast stretches the segment and adds a commercial break which that means more than ever its success rests not on the momentum of the evening the charisma of the host or the enthusiasm...”
“...of the studio audience but on the talents and chemistry of anchors Colin Jost and Michael Che...”
“Those two are still grappling with a stilted awkwardness in their “Weekend Update” personas that make them both less engaging than they would otherwise be on their own.”
“But as “Saturday Night Live” has enjoyed a resurgence in ratings and cultural relevancy, Jost’s and Che’s growing pains have smoothed out into a predictable dynamic.”
“Tonight s premiere of Weekend Update Summer Edition had the advantage of a ton of Trump related material to work with and several guest appearances SNL cast member Leslie Jones featured cast members Mikey Day and Alex Moffat and alum...”
“Bill Hader in a committed impression as Anthony Scaramucci...”
“Jost’s biggest laugh — one punctuated with gasps and groans — came from a remark about how even President Franklin Roosevelt knew when to stand up.”",['Sensational']
11,"“Fox News' Tyler McCarthy contributed to this report.”
“Kardashian began dating Bendjima in 2016 after years of on-again-off-again romance with Disick, with whom she shares three children, Mason, 8, Penelope, 6, and Reign, 3.”
“Many Kardashian fans took issue with Bendjima's comment, though the model claims it was just a joke, according to Us Weekly.”
“KIM AND KHLOE KARDASHIAN FIGHT WITH KOURTNEY OVER MONTHS-LONG FEUD IN LIVE TWITTER FIGHT“Thats what you need to show to get likes?” he said in a since-deleted comment.”
“News of the split comes just weeks after Bendjima trolled the ""Keeping Up With the Kardashians"" star's revealing bikini picture on Instagram.”
“""I know who I am where I'm from and where I'm going and that bothers you ... only one opinion matter the one of my Lord.""”
“""I'm not attached to this 'life' so you can't touch me,"" he continued.”
“Bendjima then posted several photos of his friends playing in the sand.”
“""F--- your Hollywood bulls--- (can't have fun with your friends no more).""”
“KKHLOE KARDASHIAN EXPLAINS HER 'PREGNANCY LIPS'""They really want me to be the bad guy,"" Bendjima wrote on an Instagram story Tuesday, including a screenshot of a Daily Mail article about his ""rebound"" girl.”",['Sensational']
12,"““He’s telling his friends that he’s been alone with Kylie tons of times in her house but when they ask if [they’ve been intimate], he simply smiles,” and an insider revealed to In Touch.”
“According to sources, Tim even bragged about how much alone time he has been able to spend with Kylie.”
“...seems like there could have very well been a few instances where Kylie could have been alone with her security guard...”
“And given the whirlwind nature of Kylie s relationship with Travis they started dating just one month after her split from her ex boyfriend Tyga and the fact that Travis was busy touring during the beginning of their relationship it...”
“...s daugther kind of looks like she has some of Tim s features and they started to point it out in the comments...”
“He flat out wants to talk to Kylie and Tim together to once and for all get to the bottom of this Ever since Kylie started sharing more and more photos of baby Stormi fans started to realize that Ky...”
“If that happened and Stormi’s not his, that would be the most devastating news of his life.”
“In the back of his mind he wonders if Kylie strayed.”
“He loves Stormi and truly believes that’s his daughter but can’t help but notice that she doesn’t look like him.”
“He’s not with her 24/7 and there were times they were a part from each other nine months ago.”","['Satire', 'Sensational']"
13,"“FCC defines obscene as content that “must appeal to an average person’s prurient interest; depict or describe sexual conduct in a ‘patently offensive’ way; and, taken as a whole, lack serious literary, artistic, political or scientific value.”Here’s the monologue that launched a thousand complaints:”
“...fined...”
“...s rules In rough numbers the FCC was saying that programs airing on broadcast TV stations before 10 PM are subject to fine if the commission determines they are indecent Shows that run in late night however have a different threshold content must be ruled obscene for stations to be...”
“Today however the FCC put an end to the fun saying in a statement Consistent with standard operating procedure the FCC s Enforcement Bureau has reviewed the complaints and the material that was the subject of these complaints The Bureau has concluded that there was nothing actionable under the FCC”
“Reporters breathlessly reported Colbert was under FCC investigation, and a good time was had by all.”
“The FCC received thousands of complaints.”
“Related Story Stephen Colbert Wins 2016-17 TV Season In Late-Night, Taking On Donald TrumpTrump called Colbert “no-talent guy.” Colbert’s monologue was plastered by some as inappropriately vulgar, by others as homophobic.”
“All hell broke loose.”
“But, intrepid journalists, who are paid to ferret out the truth, discovered what was the word, and they printed it – minus the offending syllable, of course.”
“Colbert’s slew of frat-boy remarks culminated in a crack that the only thing Trump’s mouth is good for “is being Vladimir Putin’s [expletive] holster.” The naughty word was bleeped in the broadcast, and Colbert’s mouth was pixelated.”","['Opinion', 'Satire', 'Sensational']"
14,"“What do you think Travis and Blac said to each other, HollywoodLifers?”
“Though, here’s hoping the next time he goes out for a night on the town, he brings his pregnant girlfriend with him for some fun.”
“Travis Scott went partying in Los Angeles without Kylie Jenner, but Blac Chyna was there!”
“We’ve got the EXCLUSIVE details of what happened!”
“Travis Scott, 25, was spotted hitting up the Hollywood hotspot Delilah on Dec. 16, but his long-rumored pregnant girlfriend, Kylie Jenner, 20, was nowhere in sight.”
“However, the House of Kardashian — at least, Kardashian-adjacent — was represented, because Blac Chyna, 29, was there!”
““Travis rolled in with an entourage of buddies and they sat at a booth,” an eyewitness EXCLUSIVELY tells HollywoodLife.com.”
““They ordered bottle service all night, and drank Grey Goose as well as champagne.”
“They weren’t being hectic, it was a pretty chill vibe….Chyna was also at the club with her girls and they sat in a separate area.”
“She was wearing a pretty outrageous dress, one that was skin tight and kind of transparent, especially around the chest area!”An outrageous, semi-transparent outfit?”","['Satire', 'Sensational']"
15,"““It played a role in her wanting to marry Justin.”For more on Aniston and Theroux’s split, pick up the new issue of Us Weekly, on stands now!”
““Jen has struggled with the perception that she is this pathetic woman after the divorce from Brad,” the insider tells Us.”
“Pitt and Jolie, who share Maddox, 16, Pax, 14, Zahara, 12, Shiloh, 11 and 9-year-old twins Knox and Vivienne, called it quits in September 2016 after two years of marriage and 12 years together.”
“He infamously moved on from the Friends alum with his Mr. and Mrs. Smith costar, Angelina Jolie.”
“While it was Theroux’s first marriage, Aniston was married to Pitt, 54, from 2000 to 2005.”
“We are two best friends who have decided to part ways as a couple, but look forward to continuing our cherished friendship.”The duo, who started dating in May 2011, tied the knot in August 2015.”
“This decision was mutual and lovingly made at the end of last year.”
“...decided to announce our separation...”
“Jen assured him they weren t a big deal but Justin wasn t thrilled Justin had moments of insecurity like that As previously reported Aniston 49 and Theroux 46 announced their separation on Thursday February 15 via a joint statement In an effort to reduce any further speculation we have...”
““Sweet little Post-its like, ‘You looked nice tonight’ or ‘Miss you already.’”The source explains that impact of those little notes was huge.”",['Sensational']
16,"“It's just very, very jarring for the kids, to suddenly have their family ripped apart.""”
“And fortunately my partner in this agrees.”
“I just refuse.”
“And it seems to be true, you spend a year just focused on building a case to prove your point and why you're right and why they're wrong, and it's just an investment in vitriolic hatred.”
“I heard one lawyer say, 'No one wins in court—it's just a matter of who gets hurt worse.'”
“We're both doing our best.”
“""And you know, after that, we've been able to work together to sort this out.”
“""I was really on my back and chained to a system when Child Services was called,"" he noted to the mag.”
“He also seemed intent to move forward with the least amount of strife inflicted on his offspring.”
“And I haven't been great at it.""”","['Satire', 'Sensational']"
17,"“MORE : ‘Pregnant’ Kylie Jenner is still noticeably missing from the Kardashian Christmas card seriesMORE : Khloe Kardashian seemingly drops biggest ‘pregnancy’ hint yet…with her sunglasses...”
“If you've got a celebrity story, video or pictures get in touch with the Metro.co.uk entertainment team by emailing us celebtips@metro.co.uk, calling 020 3615 2145 or by visiting our Submit Stuff page - we'd love to hear from you.”
“‘She does not like her brother and it’s so hard for me.’Got a showbiz story?”
“I saw glimmers of hope like a week ago.”
“‘She needs to still get it together and warm up and like be a little bit nicer, but I think she is getting there.”
“‘Obviously North loves Saint, she just is still jealous,’ Kim said in a video on her website Kimkardashianwest.com.”
“He thinks North is a creative genius and he’s happy to let her name their third child.’Kim has previously spoken about the fact that North is already not a fan of her little brother Saint.”
“Kim s kind of on the fence about the idea but Kanye loves it...”
“Advertisement Advertisement According to HollywoodLife Kim has called on a parenting expert to get advice on what to do to avoid sibling rivalry this time around and one of the suggestions was to let North help name the baby so she feels more invested They continued They re considering it...”
“‘Kim can’t wait to hold her baby girl…[she] is definitely nervous and anxious about the birth.’Kim Kardashian’s surrogate grabs lunch in Los Angeles (Picture: Coleman-Rayner)Mum-to-be Kim recently revealed that she might let her ‘creative genius’ daughter North name the baby.”",['Sensational']
18,"“See some of their posts below.”
“As did millions, artists took to Twitter and Instagram to express grief and prayers toward those in Mexico City.”
“That quake led to a tougher new construction code in the capital.""”
“According to The New York Times, ""The earthquake happened on the 32nd anniversary of a devastating 1985 quake that killed as many as 10,000 people and flattened 400 buildings in Mexico City.”
“As of Wednesday (Sept. 20) morning, 217 people have been confirmed dead with several others injured.”
“Previously, on Sept. 7, Mexico City was hit by an 8.1-magnitude earthquake.”
“On Tuesday (Sept. 19) afternoon, Mexico City was devastated again by an earthquake 7.1 in magnitude at its epicenter.”","['Opinion', 'Sensational']"
19,"“HollywoodLifers, can you blame Selena for wanting more privacy in her life?”
“And Jennifer, despite living in the heart of Bel Air with hubby Justin Theroux, rarely has a gaggle of cameramen chasing her around anymore.”
“So, she’s turned to famous besties like Taylor Swift for help, HollywoodLife.com has EXCLUSIVELY learned.”
“Naturally, Selena Gomez wants a little more privacy in her life after living so years in the public eye.”
“The 24-year old “It Ain’t Me” singer is “adamant” about keep her relationship with The Weeknd, 27, as under wraps as possible.”
““She wants it to be normal and exclusive to just them,” a source tells HollywoodLife.com EXCLUSIVELY.”
““The last thing she wants is a celebrity romance with a celebrity name like Bennifer and Brangelina.” Seeking advice, the pop star has turned to famous besties like Taylor Swift and Jennifer Aniston, who have both done an amazing job at keeping their love life away from the limelight.”
“Taylor is hardly EVER seen these days, especially with new boyfriend Joe Alwyn.”
“How did they do it?”
“Hopefully Taylor doesn’t teach her how to disappear completely, ’cause then we’d miss her like crazy!”","['Opinion', 'Satire']"
20,"“You may be able to find more information about this and similar content at piano.io...”
“This content is created and maintained by a third party, and imported onto this page to help users provide their email addresses.”
“Case in point: The 40-year-old actress reveals she was once jealous of Jennifer Lawrence, 27, when the starlet worked alongside her (now ex) husband Chris Pratt, 38, on a film.”
“Getty ImagesLawrence and Pratt played love interests in the 2016 movie Passengers, and Faris’ publicist warned her that the paparazzi would have a field day with the good-looking co-stars.”
“""‘Anna, listen, there are going to be paparazzi all over them,'” Faris recalls her publicist telling her.”
““'There are going to be shots of them laughing together on their way to set.”
“There are going to be stories circulating, and you have to brace yourself for this.”
“'”Getty ImagesWhile Faris writes in the book that she “didn't think it would bother” her since Pratt had filmed with beautiful women (like Aubrey Plaza and Bryce Dallas Howard) before, she admits that eventually the tabloids did start to affect her.”
““The coverage, even though it was false rumors, was making me feel insecure,” she writes.”
“Faris knows all too well how sparks can fly on set.”",['Sensational']
21,"“Though other band members have denied receiving an invite, Mel B hasn't stopped gushing about the duo.”
“Former Spice Girl Mel B has been making royal wedding headlines ever since she suggested that she (and the rest of the '90s girl group) would be attending the nuptials.”
“...will tune in...”
“While he admitted that he probably won t be waking up at 7 a m on May 19 to watch his former co star and her royal beau tie the knot he did say that one member of his family...”
“She was very sweet,"" he reflected.”
“""It was great.”
“Comedy aside, Sudeikis revealed that Markle, who has since retired from acting, was a pleasure to work with.”
“""She was regal in that moment, and it seemed like she's only gotten better at it.""”
“I gotta be honest with you,"" he told Entertainment Tonight, of Markle's soon-to-be royal status.”
“""I saw it coming a mile away.”",['Satire']
22,"“""""I have always wanted nothing but the best for my better half, and will continue to support her following her dreams and creating the future she wants and deserves,"" the actor said in a statement.”
“""I am thankful for all of the love and support she is receiving from her fans all over the world.”
“8.”
“While Britney has not addressed the documentary, which was not authorized by the singer herself, Sam broke his silence on the matter in an exclusive interview with People on Feb.”
“The installment, which is a part of The New York Times Presents docuseries, examines Britney's battle with father Jamie Spears, who has legally controlled her life despite #FreeBritney supporters pointing out the many discrepancies surrounding the conservatorship.”
“Image Source: Getty / Paul ArchuletaA few days after the release of the FX/Hulu documentary Framing Britney Spears Sam Asghari , Britney's boyfriend of five years, spoke out about the singer's controversial conservatorship.”",['Sensational']
23,"“Tell us your thoughts in the comments below!”
“HollywoodLifers, do you think Nina and Orlando are dating?”
“Rumors are flying that the two have been hanging out ‘as more than friends’ and you’ve got to see the details!”
“Nina Dobrev and Orlando Bloom caused the Internet to have a freakout when they were spotted leaving The Promise premiere in LA together on Thursday, Apr.”
“12.”
“The 28 year-old Vampire Dairies stunner has reportedly been spending some time with the 40 year-old Pirates of the Caribbean star and not just as buddies!”
““They’ve known each other for a while,” a source told PEOPLE, “recently they’ve been hanging out as more than friends.”Try not to get too excited just yet though because things are still reportedly in the early stages between them.”
““It’s super casual,” the insider added and pointed out Orlando attended a Coachella party on Friday night with a woman who was not Nina.”
“The actress has been having a ball at the music festival in Indio, CA this weekend too, but without Orlando.”
“These two are definitely keeping things on the down low and casual!”",['Sensational']
24,"“And we hope they’ve already bought their denim outfits!”
“I want them to both—kinda like that Michael-Janet [Jackson] type thing, would be incredible.”All we can say is that we are anxiously awaiting.”
“Iconic pop couple Britney Spears and Justin Timberlake are allegedly set to collaborate on a song together according to superstar producer Timbaland!”
“MORE: Britney Spears’ Hot Boyfriend Sam Asghari’s Bulge Is Making Us Want a Piece of HimAccording to the hosts of the podcast Pop University, who attended a taping of the new show Boy Band on which Timbaland is a star.”
“Seizing the opportunity, Maddie Lazer and Hannah Rowston, the hosts of the podcast, went up to the 45-year-old producer to get the low down on the possibility of a “Justney” collab.”
“(Photo Credit: Getty Images)When they finally got to ask Timbaland if he and the ‘90s pop icons were going to be creating new tunes together, he pretty much confirmed.”
““Yes, it’s coming,” he told them.”
““It’s coming.”Rumors of a collaboration have been swirling for a while now.”
“Just last year, while answering fan questions in a Q&A, the mother-of-two hinted at the desire to collaborate with her former love.”
“J.T.”","['Satire', 'Sensational']"
25,"“And there is a price for that when living in the public eye.””
“It’s just that I love her and she loves me and here we are.”
“The former True Blood star has issued his own spirited post on Instagram, slamming this same cover story and expressing love for his wife.”
“And that's exactly what Manganiello himself has done.”
“Tell us more.”
“Wow.”
“It flat-out lied?”
“It used Photoshop?”
“""#Starmagazinebullies Wait... a supermarket tabloid twisted a harmless photograph to make it appear scandalous?”
“""By the way, that's my friend, the producer of the movie Bent, that I was shooting in Rome and who came to spend Easter at my home the week later.”","['Satire', 'Sensational']"
26,"“Coming up: Laverne Cox and Amy Schumer.”
““There are no words to express my sorrow and regret for the pain I have caused others by words and actions,” he said, in part.”
““The whole thing has been very painful for me,” Couric, 61, tells PEOPLE.”
““The accounts I’ve read and heard have been disturbing, distressing and disorienting and it’s completely unacceptable that any woman at the Today show experienced this kind of treatment.”
“Get push notifications with news, features and more.”
““I had no idea this was going on during my tenure or after I left,” she continued.”
““I think I speak for many of my former colleagues when I say this was not the Matt we knew.”
“Matt was a kind and generous colleague who treated me with respect.”
“In fact, a joke I once made on late-night television was just that, because it was completely contrary to our brother-sister relationship.”
“It’s still very upsetting.”",['Sensational']
27,"““The fighting got worse and they disagreed a lot about parenting and a lot of things.””
“From creative memes to hilarious comments, Us has rounded up the best online reactions.”
“Angelina Jolie filed for divorce from Brad Pitt after over a decade together and two years of marriage, Us Weekly confirmed on Tuesday, September 20.”
“While some social media users are mourning the end of one of Hollywood’s most celebrated love stories, many can’t forget the complicated origin of Brangelina’s epic love affair.”
“As fans are well aware, the Fight Club actor, 52, and the Oscar-winning actress, 41, met on the 2004 set of Mr. and Mrs. Smith.”
“At the time, Pitt was married to Jennifer Aniston.”
“After the Friends alum, 47, reportedly discovered that her then-husband was cheating on her with his sexy costar, she called it quits on their five-year marriage.”
“Months later, Pitt and Jolie went public with their controversial romance.”
“During a now-legendary 2008 interview with Vogue, Aniston — who married Justin Theroux in August 2015 — broke her silence about the scandal.”
““That stuff about how she couldn’t wait to get to work every day?” she said, referring to former comments made by Jolie to W magazine.”",['Sensational']
28,"“[Featured Image by Alberto E. Rodriguez/Getty Images]”
“TMZ reports that court documents filed in their custody negotiations reveal that Chyna is the breadwinner in this situation.”
“That’s the claim coming from an article in Media Take Out (MTO) about the former stripper and her custody battle with reality TV star, Rob Kardashian.”
“But Gossip Cop, a site that’s become known for debunking celebrity rumors is on the case, and they say that the article has no basis in truth.”
“Media Take Out has a history of reporting fake news stories about Chyna and Rob, according to Gossip Cop.”
“They’ve previously reported that Rob wasn’t Dream’s father and that Chyna was pregnant with his second child.”
“Both of those stories have been debunked.”
“With MTO’s less than stellar record, it’s easy to question the truthfulness of their story about which parent currently has legal custody of Dream Kardashian.”
“Gossip Cop says that they looked into the story and found that it was untrue.”
“Sources close to both Chyna and Rob confirm that Dream Kardashian does spend more time with Rob, but that isn’t because her mother has given up legal custody.”","['Opinion', 'Sensational']"
29,"“Related video: Antonio Banderas' Heartfelt Words on Ex-Wife Melanie Griffith: 'I'll Love Her Until the Day I Die':”
“The Working Girl star, 60, opened up about her daughter’s romance with the Coldplay frontman on Thursday when asked if she gave the Fifty Shades of Grey star any dating advice when it came to her relationship with Martin.”
“Dakota Johnson ’s famous mom, Melanie Griffith , is finally speaking out about her daughter dating Coldplay frontman Chris Martin .”
“Mom approves!”
“...wrestler turned actor family...”
“Brie Bella on sister s ex John Cena He ll always be family Brie Bella slams a report claiming she s furious at John Brie Bella has broken her silence in regards to Nikki Bella and John Cena s breakup and she s supportive of both them even calling the...”
““But she is very private about her life and I respect that.”Johnson and Martin sparked dating rumors after being spotted on a mid-October sushi date in Los Angeles.”
““I adore him!” Griffith said while at the Global Gift Foundation USA Women’s Empowerment Luncheon.”
“© John Melanie Griffith Melanie Griffith is over the moon about her daughter Dakota Johnson‘s beau Chris Martin.”
“Melanie Griffith flashes a smile when asked if Chris Martin will be joining the family for ChristmasThe two were “cozy, laughing and affectionate” a source said at the time, adding it was just the two of them enjoying dinner.”",['Sensational']
