,Reason Lists,Labels
10,"""This particular story seems to have been fabricated just because Pete happened to work with a young actress who plays his separated wife in a film,"" the gossip police said
""Since the breakup, some websites, including in touch and Hollywood life, have been reporting on the story of the two Hollywood stars and their current relationship.""
Brad Pitt is fascinated by a 21-year-old Angelina Jolie
""According to a recent contact report, the 53 year old Hollywood actor fell in love with 21-year-old actress Ella Purnell, who plays the young Angelina Jolie in maleficent (2014),"" she said
Read another: is there a quarrel between Angelina Jolie's sons, Maddox and parks? ""
She recently starred in Stuart's upcoming TV series, sweet and bitter, produced by Pete
As a result, contact magazine claimed that Pete was fascinated by her performance in the film, so he chose her in his new series
""He's so charming,"" the source said in contact magazine
""Brad thought of Ella from the beginning.""
""He threw her out on purpose,"" the source added
","['Opinion', 'Sensational']"
11,"""In this 25 year time span, there is a consistent pattern.""
""Klotis's schedule covers all of Kelly's life, including his major career milestones and unrelated legal issues, but I've narrowed the focus of this schedule to cover charges of sexual misconduct against Kelly.""
""In our post Mayo era, post time, post Harvey Weinstein era, given so many charges against Kelly, it seems reasonable to ask why he can continue to work so much.""
""In cochella in 2018, rapper Vince staples repeatedly referred to Kelly as a"" child molester ""in an interview with complex magazine.""
""His music comes in perfect pitch 3.""
""In 2018, he toured (with some protests) with singer Charlie Wilson.""
""In 2017, he completed an arena tour, but cancelled several times.""
""(through lawyers, Kelly denied all the charges, saying he would"" diligently and forcefully pursue the plaintiff and clear the charge. "") However, despite decades of litigation and accusations, Kelly's career has moved steadily forward. ""
""Since the report came to light, many women have added their abusive testimony to R. Kelly, including his ex-wife.""
""In 2017, he was accused of creating an abusive"" sex cult ""for very young women, who he said were segregated, brainwashed and physically and emotionally abused.""
","['Satire', 'Sensational']"
12,"“ RadarOnline.com The site has all the details - click to see more. ""
""This charming couple was in great spirits when they boarded the yacht in the Duchy of France.""
""Photo source: TheMegaAgency.com Check out gallerykris Jenner and Corey Gamble's style in Monaco
""Photo source: TheMegaAgency.com The Party of Kris Jenner and Corey gamble in Monaco - share photos on Facebook (open in a new window) share on twitter (open in a new window), ""momager"" and her boyfriend and friends look amazing on the yacht. ""
""Chris Jenner and Corey Gambo's party in Monaco - look at the picture 'Mom' and her boyfriend on the yacht looking very attractive.""
""Email us tips@radaronline.com , or call 800-344-9598 at any time. ""
""Do you have a story to tell RadarOnline.com ？”
","['Agenda Driven', 'Journalism', 'Opinion', 'Satire', 'Sensational', 'Wiki']"
13,"""Tomlin and Fonda took the opportunity to criticize president trump, but Patton refused to join and kept a dignified silence.""
""Terrible, terrible fire.""
“…… Gomorrah, the biblical City, is synonymous with evil, darkness and unrepentable sin... ""
""As the Bible predicts, California has been suffering one disaster after another,"" the Grammy award-winning artist and businesswoman told guests at Dolly Parton's stampede at dinner and entertainment parties
""Pestilence, epidemic, crime and disease.""
""Do you know?""
""They didn't even realize what was going on.""
""They are so corrupt that they can't even see what's in front of them. First of all, they suffered from years of drought, resulting in billions of dollars of crop failure, making the soil extremely dry, and a rainstorm is easy to turn over... ""
“… It's a big flood... ""
""And then they had a fire.""
",['Satire']
14,"""We're looking forward to a salute.""
""The exhibition will be staged in the magnificent main and branch libraries of the New York Public Library, and a new designer, Nicolas glass, will be introduced.""
The company will also celebrate in September at Opera Garnier in Paris, where it has expanded from leather products to garments in recent years, according to a statement
""For house, this is a big day with the theme of America. The opening of the Fifth Avenue flagship store and the cooperation with Shane Oliver and Kendall Jenner have become its new face.""
""The newcomer family's Longchamp company held its first all-round runway show in New York, marking that the company has been in business for 70 years.""
""Pop ups in New York, Minnesota's American shopping malls and elsewhere are planned.""
""The latest available SavageX.com Website. ""
""She launched the collection in May, with bras up to 44dd and dress sizes 3XL.""
""Rihanna, after all.""
""It doesn't matter.""
",['Satire']
15,"""If she sat here, I think any of us would have described it that way.""
""But now, we are here, three years later, moving on, every day is in the past, and we feel that the bond between us is getting stronger and stronger, and we constantly feel that the relationship between us will go to a higher level.""
“…… In order to get through this, Sheldon went on to say
""I think if Gwen and I talk about this honestly now, I think deep down in our hearts, we all think it's a rebound trade, because we're all out of the bottom of our lives, we are...""
“… Today, on NBC's Sunday show, I said to Willie gaster
""When I went through divorce, I fell to the bottom just like anyone who went through a devastating thing. I met someone who went through the same thing at the same time as me. It's a miracle, Sheldon...""
""In November of that year, she and Sheldon made their relationship public.""
Next month, Stefani filed for divorce from Gavin Rossdale, who has three sons
""After four years of marriage, Sheldon divorced Miranda Lambert, a country star, in July 2015.""
""Almost three years after they've been together as a couple, Blake Sheldon is rethinking his relationship with Gwen Stephanie, and he says it's getting closer and closer.""
","['Satire', 'Sensational']"
16,"""You can find more information about this and similar content at: piano.io...""
“… Created and maintained by a third party and imported to this page to help users provide their email address... ""
Prince Harry refused to seek a prenuptial agreement before Windsor and Megan markel got married today, which is why some onlookers were surprised, the Daily Mail reported
""But we interviewed two royal experts and they said no one would be shocked by the news.""
""When it comes to the royal family, the prenuptial agreement is not complete at all.""
""It's not a celebrity marriage, it's a royal marriage.""
""I don't think members of the royal family sign prenuptial agreements,"" says Katie Nicoll, the author of the book
""Celebrity marriage is common, but it's not celebrity marriage, it's royal marriage."" Nicole said Prince William and Kate Middleton also did not sign a prenuptial agreement, although Prince William and Harry's parents, Prince Charles and Princess Diana, publicly divorced
""Although three of the Queen's four children have divorced, it is clear that none of them have a prenuptial agreement.""
""Yes, there's a lot of money in the balance of the marriage, but the real amazing wealth belongs to the queen, so if Megan and Harry do eventually divorce, the wealth won't be divided up.""
","['Satire', 'Sensational']"
17,"""I've ordered a tour in October so I can have at least four months to really get together and look at their fingers and S - like that,"" he said
""I thought,"" what's going on? In addition to talking about his eldest daughter's musical skills, the Grammy winner said his family would tour with him
""She's five years old, and she knows the concept of hooks.""
""Related video: Beyonce shared the first picture of the twins, jazz and rummy Carter,"" she said all the time. ""Bang, bang, I thought,"" Oh, she understands the concept of hooks, ""he said
""The five minutes she did it."" He also mentioned the hook that became popular after the song was released in early July
""Five minutes!""
""I said, 'Oh, s -' I have her freestyle on my cell phone.""
""She took the headphones, climbed up the stool, and started rap,"" Jay-Z said
""He just came out, like, sir."" Image zooming credit: Beyonce instagram's father of three also revealed that the couple's eldest son, five-year-old daughter blue ivy, ended their studio collaboration with freestyle rap on his new album 4:44
""He always does.""
","['Journalism', 'Satire']"
18,"“… Adoption is because the children are growing up and don't need her much... ""
“… Magazine Angelina plans to adopt another child. Once she has finished filming and promoting maleficent2, they add that adoption may be the result of empty nest syndrome because Angelina thinks it's time... ""
""He doesn't need it anymore."" There is a rumor that Julie is going to adopt a good news person
""Brad just wants the best for the kids, he wants to give them as much attention as possible,"" our source added
""But Brad is not interested in competing with his ex for an adoption war or trying to keep up with her in that strange way."" Brad's concern now is to make sure he can take care of his children
""Angie always talks to Brad about expanding their family size so that Brad won't be surprised or upset if Angelina continues to adopt,"" our source continued
""He has enough children to worry about."" When it comes to reports that Angelina may adopt again, Brad is neither shocked nor concerned
""He loves everyone in the children and doesn't feel the need to make the family bigger.""
""Brad doesn't want to adopt anymore,"" our source said
""A source close to the actor told us exclusively that his family was as big as he wanted to be.""
","['Satire', 'Sensational']"
19,"“… Claims are funny and untrue... ""
“…… She is also pregnant. Another alleged source claimed that someone said she and Affleck had a child on the road. It is said that both she and Affleck are very happy, although the situation is unusual, which is obviously contradictory to the cover.... ""
""Ghana and Affleck did not 'Cancel' the divorce either.""
""The gossip police can get rid of these lies.""
The latest cover of starry sky features images of Ghana and shawkes from the side, giving the impression of a bulging stomach
""These misleading photos are used to sell the complete fabrication that Affleck made two women pregnant.""
""Obviously, in the subtitle of this issue, it's all fake. It is reported that Ben Affleck may be preparing to have a baby with his girlfriend and ex-wife Ghana... ""
“…… Not Affleck's ex-wife, because they are still legally married, the use of the word ""may"" indicates that the store does not have any legal confirmation to support its claim... ""
""In fact, the journal continues to argue that Affleck may be pregnant not only with Lindsay, but also with Jane, especially if it is neither possible nor possible to appear on the cover, declaring that both shocos and Ghana are...""
“… The pregnant tabloid lures readers in what seems to be an announcement, but then changes the route in the actual story, which is obviously about the possibility that they all carry the actor's baby... ""
","['Satire', 'Sensational']"
20,"""Guardian Services...""
""Instead, it was Louis fonsey and Yankee dad's despair, and Bieber appeared in the film.""
""His album mission has spawned a series of hit singles, including what do you mean, love yourself and sorry. Until recently, it was the most popular song in the history of the world.""
""!"" with the end of the tour, this statement ends a chapter in his career. ""
""! he finally apologized for any grammatical mistakes:"" I think imperfection is special! ""
""I want to be a person who learns from them and grows from them.""! ""
""... I will not be ashamed of my mistakes.""
""I let pain, jealousy and fear dominate my life.""!!! ""
""I let my insecurities take up most of my time, and the relationships I break up determine the way I treat others and the way I treat them.""
“… I'm not alone. Let me keep going... ""
",['Satire']
21,"""Email us tips@radaronline.com , or call the (866) radar (667-2327) at any time. ""
""Now all the photos she posted are gone, only one of his two photos on instagram is left.""
""Savannah crisley obviously doesn't know when to fall in love.""
“ RadarOnline.com The website exclusively learned that the 19-year-old reality star was dumped by NBA player boyfriend Luke Kennard after only two months of dating! ""
""Luke and Savannah broke up and she was crushed,"" a person familiar with the matter said
""When they recently went on a trip to the Caymans, he felt that she was no longer the kind of woman he wanted to be with.""
""He basically told her he was done."" But the evidence is in the picture! ""
""Fans know that since the two became formal lovers for the first time at the end of June, the"" krisley knows the best teen Queen ""has been posting photos of her and 21-year-old Kennard on social media pages, including instagram, twitter and Facebook.""
""As radar reported earlier, Kennard left his old girlfriend and hometown beauty Anna Castro to be with crisley.""
""Do you have a story to tell RadarOnline.com ？”
","['Satire', 'Sensational']"
22,"""Tell us!""
""From the groin to the ankle.""
A vascular surgeon interviewed Hollywood life about the answer
""Angelina Jolie, 42, looks thin and has striking veins in her arms and legs, but is that what she should pay attention to?""
""The great vein in her forearm is the accessory cephalic vein,"" vascular surgeon Dr. larisse k-lee told us exclusively
""Angelina is a very thin woman, so you'll see the veins in her hands and arms protruding like they are now.""
""Because she's slim, when she bends her muscles, those veins are more obvious, and you can see more.""
""The vein you see in her leg is the great saphenous vein.""
""I don't see anything stopping because I'm worried about Angelina."" Well, that's absolutely good news! ""
""Hollywood stars, what do you think of what surgeons say?""
",['Satire']
23,"""Red Sox fans all over the country are waving their fists in anger.""
""But given that this lady has been with Caspar smart for many years, we don't think that getting rich on her own is her first requirement.""
""In fact, sources close to J-Lo and A-Rod say we can look forward to hearing the wedding bell in the near future.""
""Those in J.Lo's inner circle see her relationship with A-Rod,"" a source close to Lopez and Rodriguez told entertainment tonight
""They certainly see the potential for marriage here.""
""J.Lo likes that they have so much in common,"" the person familiar with the matter added
""They're both parents and they're very successful in business.""
""Their lives are busy, but they complement each other."" Well, if the source is reliable, Luo Guancong will sound like Mrs. lot soon
""So what makes her so infatuated with the former Yankee?""
""A lot of people think that Alex's success in his career is one of the main reasons why Jennifer is so attracted to him.""
",['Satire']
24,"""Whatever makes them happy, we will give them our full support.""
""She has an incredible soul.""
""When celebrity couples are so cute, it's hard to get them to leave - that's why we pray for more opportunities for zayn Malik and Gigi Hadid.""
""(they) just lost their romance and wanted to try to be alone.""
""They will use this time to see if they should continue to break up or come back together.""
""If they miss each other in the end, there's still a chance.""
A source close to the couple told reporters: ""so there is still hope, but they definitely need to be away (from each other) for a while."" Hollywood Life exclusive report, after the couple confirmed their breakup on March 13
""This morning, after rumors were rampant, Zane, 25, and Gigi, 22, respectively issued statements on social media confirming the breakup of the couple, who had been in love for more than two years.""
""My relationship with Gigi is very meaningful, full of love and fun, and as a woman and friend, I have great respect and adoration for Gigi,"" zayn tweeted
""I'm very grateful to all our fans for respecting this difficult decision and our privacy at this time. We hope that the news will come from us first
",['Satire']
25,"""But it's a serious storm, and you'd better believe there's no blue sky hovering over it.""
""Bei and Jay are two flawed people who make everyone believe that they are perfect,"" a source said
""The couple also moved from big apple to an expensive place in Beverly Hills to support their rocky alliance.""
Beyonce and Jay ZAS have given birth to twins, and their marriage has been rocked by a notorious parent-child scandal involving a New Jersey man, remille satsvait, claiming he is Jay ZAS' beloved son, inquirer reported
""The video even ends with Bei throwing his wedding ring on the floor!""
""Beyonce focused on her eight years of marriage in her 2016 hit album lemonade. Beyonce is waving a baseball bat, and the tycoon's husband is yelling to deal with a lot of things. ""
""Now, with any ugly Aiko scandal and endless fraud charges surrounding Jay-Z, a billion dollar breakup seems more likely,"" insiders said
""The 35 year old singer and hip-hop tycoon's husband, Jay-Z, have split up secretly twice, and they are"" far away from divorce ""together,"" the source told the national inquirer
""Superstar Beyonce fell into a nightmare like marriage in private!""
",['Satire']
26,"""For him, it's all over.""
""But those days are over.""
""When his reality show"" wife and sister ""premiered at the end of 2016, an insider revealed that"" TLC was not very impressed by the ratings. ""He explained that the 1.8 million ratings"" for the network ""was not enough
""So Cody told them that if that meant they could get into season 12, he would let the TV station cut his family's income from $180000 per adult to a total of $180000.""
""He put everything aside to make them believe it still works."" But he couldn't give birth, and now his wives are betraying him
""They have been struggling for the past few years, and Cody's three"" spiritual marriages ""have all failed.""
""His only real connection now seems to be with (his legitimate wife) Robin,"" a person familiar with the matter told life and fashion
""Almost all the other wives gave up on him.""
""Most of them think he's an ex husband to help with the baby."" But Cody didn't want to accept that it was coming to an end
""He has been blaming everyone for the status of the show - except himself,"" the person familiar with the matter admitted
",['Satire']
27,"""As early as July 2016, three members of the spice girls group released a video suggesting that there might be a tour, which triggered rumors of reunion.""
""Getting Victoria to agree with this is a great idea for all concerned, because she has always been a hindrance to the reunion,"" the source added
""As it stands, they will work on a series of projects, including an album and a TV special to celebrate the spice girls.""
A source at ""ad"" told the sun that the five of them started secret talks this summer, and finally they were all on board for the reunion in 2018
""A new report says that five former members of the spice girls group - Mel B, Victoria Beckham, Emma Bunton, Mel C and Gary harryville - have been in secret talks about the possible return of the group since this summer and have now agreed a date for their reunion in 2018.""
""In 2007-08, when they last performed together at the closing ceremony of the 2012 London Olympics, they got together again for a live tour.""
The pop band was first founded in 1994 and disbanded in 2000 after recording three studio albums
""It is reported that the two spice girls have agreed to reunite in 2018, when they will record a new album and a one-time TV special.""
","['Journalism', 'Satire', 'Sensational']"
28,"""We are also private."" Ah, you guys
""We have an amazing life and we respect it very much.""
""But according to a new completely unconfirmed report, Victoria Beckham is increasingly disappointed with her husband David's new girlfriend.""
""A so-called insider told the sun that Victoria, 43, is not reported to be a fan of David's friend, Mrs. Mary Chatterley.""
""Mrs. Mary is very well connected!""
(source: fame flynet) read more: The Duchess of Cambridge shows off her blooming pimples. Why
""Well, according to the source, it's all because Mrs. Mary likes a good party, and Victoria worries that it will affect David, 42.""
""David went to the party with Mary until early in the morning,"" the person familiar with the matter said Apparently, David was introduced to Mrs. Mary through his good friend, Dave Gardner, who is engaged to Hollywood actress liv Taylor
""Victoria is very worried that her influence on David is not the best,"" the person familiar with the matter continued
""They met in Glastonbury, but Victoria didn't like her."" The bosh Becks have been married since 1999 (source: fame flynet) Oh, my God. ""
",['Satire']
29,"""II on November 16""
""In an interview on Wednesday's today show, Robert was more comfortable talking about his dog than he was in the interview. In the interview, he dodged questions about whether he and Christine are back together. The actors are currently promoting the final episode of Twilight Breaking Dawn... ""
""Animal lover Robert Pattinson revealed that there are many reasons why his rescue dog became a pampered puppy overnight because of a fan Robert Pattinson, but in order to prevent someone who still needs to swing, he offered another one.""
""The Twilight star showed how much he loves animals in an interview on Friday's"" Ellen DeGeneres. ""
""The 26 year old man told the story of his rescue dog bear to the owner, Alan, who is also a huge supporter of animal rescue.""
""Rolling down the video of animal lover Robert Pattinson chatting with Taylor Lautner L in an interview with Ellen DeGeneres, Robert revealed that he saved the bear who was five weeks old when he was from a killing shelter in Louisiana the day before he was...""
“… About to be euthanized... ""
""Bear's life changed in an instant. He got on a private plane directly from the shelter and flew to Los Angeles - Robert revealed that this was not his"" usual way of traveling. ""
""As soon as the bear landed, he ate some fancy meat from his beloved new owner. Robert joked that he had become the dog of Hollywood Diva by chance.""
""Diva dog: The Twilight star revealed that he accidentally spoiled the dog after he rescued it from the hunting shed. Dream: when he came to the four seasons hotel in Los Angeles, the bear was fed ham instead of dog food. ""We stayed at four seasons later,"" he said
",['Sensational']
30,"""Tell us next!""
""It was not an easy decision, however, when we separated, we were full of love and admiration for each other."" Hollywood stars, are you surprised to hear Nick and Vanessa break up? ""
""That's why.""
""Nick [Villar] and Vanessa [Grimaldi] never had a chance to really do that.""
""There's an amazing difference between them, and it's obvious from the first day.""
""Nick wants to live in Los Angeles, become a bachelor and get a career in entertainment.""
""That's his point, not Vanessa,"" a source close to the former couple told reporters
""Nick and Vanessa broke up earlier today, more than five months after the audience saw their proposal in the singles finale.""
Nick and Vanessa spent a lot of time in Los Angeles after the last episode
""But she's not happy about it.""
",['Satire']
31,"""I think a few months later, I realized, 'my God, I can't wait to go to work'..."" No matter what we do with each other, we find a lot of fun together and a lot of real teamwork. ""
""Because of this film, we were finally called together to do all these crazy things, and I think we found this strange friendship and partnership, just like it happened all of a sudden.""
""Although Aniston and seru are no longer together, they said in a joint statement that they intend to continue to cultivate their"" cherished friendship. ""
""In a statement to the associated press, they revealed that they made this decision"" lovingly ""at the end of 2017 after nearly three years and about seven years of marriage.""
""Jennifer Aniston and Justin seru broke up. Jennifer Aniston and Justin seru announced their divorce on Thursday.""
Is Jennifer Aniston and Brad Pitt back together? ""
""She's very good,"" said a twitter user, alias C. rush
""At the same time, she has a yoga body and a smart water deal, no children in sight.""
""Do you really think Jennifer Aniston would sniff around when Brad Pitt had 10 kids and was addicted to alcohol?""
""However, allied actors have been fighting some demons.""
","['Satire', 'Sensational']"
32,"""(except"" illegal business controls the United States. "")
""What do you think Theroux wants to convey here?""
""But this is the first time they've been photographed together.""
The daily mail points out that Theroux and plaza have known each other for some time; Theroux appeared in a 2012 program of Plaza, parks and entertainment
""You can see it all here.""
""He also has a top sticker on his bike.""
""Plaza, 33, is wearing a Barbie jacket with a"" March for our lives ""label on the back, and Theroux, 46, is wearing a black supreme hoodie with the words"" illegal business controls America ""on the back.""
""They were found walking downtown on two Sundays and walking into the West Village apartment in syrux.""
The daily mail published several photos of Theroux and Plaza together this morning
""She must be.""
",['Satire']
