,Similar sentences,Labels
10,"""But for now, neither party is paying attention to the media.""
""Whether it's golf or going on the red carpet, both of them seem to enjoy their time together.""
""In recent weeks, this friendship has been shown through social media.""
""We are best friends.""
""We are inseparable.""
""We do a lot of things together.""
""We're not going to get involved in this area,"" Caitlin explained to the journal, ""but we're very close.""
""But speaking for the cross Hollywood edition of variety magazine, the athlete was not ready to reveal too much.""
""After attending espys in 2018 with Sophia Hutchins, fans have been wondering if the gold medalist has found a new girlfriend.""
""Caitlin Jenner is trying to keep her romantic life a secret.""
",
11,"""[Jason Merritt / Getty pictures]
""She's enjoying a little break, so there's still some time."" Taylor Swift has kept a low profile since her breakup from sidleston last year as she focuses on her career and friendships with popular women's teams, including Lily Aldrich and Gigi Hadid
""Shortly after the awards ceremony in Los Angeles on Sunday night, a source said Taylor Swift learned of sidleston's Award for his work in"" nightclub manager ""and insisted that the singer was totally happy for her former partner.""
""(Taylor Swift) is happy with Tom's victory,"" a source told Hollywood Life on January 9
""She didn't really see his speech or the performance.""
When Taylor swift and Tom sidleston broke up a few months ago, there was a lot of talk about possible quarrels and tensions between them
""However, according to Hollywood Life sources, Taylor Swift has no malice towards her ex boyfriend.""
""As for Taylor Swift's decision not to watch the ceremony, the source said the golden globe was not her focus at all.""
""That is to say, she is reported to think that sidleston deserves the prize he has won.""
""(Taylor Swift) likes to attend awards ceremonies, but if she doesn't, she will choose not to pay much attention.""
",
12,"""Brad was dealing with a breakup when everything was shut behind the closet door, but now that it's all in the open, Brad feels like he's"" taking off his gloves and fighting dirty people. ""
""Brad worries that the spotlight added to the pain of this war is"" hurting the children, ""and that a bad custody dispute will not bring any benefits.""
“… Fight the public again... ""
""As more and more judges begin to see through these tactics, I won't be surprised if it backfires on her. Brad denied the charges, saying he paid Angelina more than $9 million, but he couldn't stand the fact that she took over... ""
David pisala, a California family law lawyer, told reporters exclusively: ""Angelina's"" elaborate ""accusation - her claim that Brad did not pay"" meaningful ""child support - may be insincere to the judge supervising the case."" Hollywood life. ""
""For the sake of her children, she has to stay strong. Unfortunately, for Brad,"" stay strong ""means"" stay angry. "" Angie's anger, though helping her to be strong for the children, actually backfired and made her pay what she tried to protect. ""
""If she doesn't focus on anger and keep that mindset, she'll collapse, maybe even collapse."" ""It's not an option for Angie,"" the source added
""Unfortunately, it's the only way she can get through this divorce.""
""Instead of facing her sadness, try to get through it,"" the source told reporters Hollywood Life Network, ""her response mechanism is all ice queen.""
“… Free child support from her ex-wife... ""
",
13,"""Get exclusive news of all your favorite stars in front of your friends by subscribing to our new podcast below!""
""Matt approved Ben's Phoenix,"" the source said
""Ben looks like a mechanic in a dirty T-shirt and jeans, but Matt helped him change that."" Surprisingly, Damon has no problem with Affleck's recent giant tattoo on his back
""Matt encourages ben to pursue it from his relationship with Lindsay schokus, and he's teaching him how to stay away from alcoholism and beautify his image with more fashionable clothes,"" the source said
Affleck, 45, has a special trust in Damon, 47, because his ex-wife, Jennifer Garner, is no longer in the picture
""Ben won't take action without Matt's feedback,"" an insider said
“ RadarOnline.com He learned that Ben Affleck's friendship with Matt Damon is endless. The star of justice alliance is consulting his friends on everything from relationship issues to fashion choices! ""
""Ben Affleck has invited his best friend Matt Damon to coach his life, and now the troubling actor"" can't act without feedback from his lifelong partner. ""
""Ben Affleck hired his best friend Matt Damon as his life coach, and he was hired!""
",
14,"""Me too. I hope that in the next few months, we can work with our colleagues on both sides to reach a compromise solution that most of us can accept and do our best to serve the interests of Americans. ""
""We should not be content to pass health care on a partisan basis, as Democrats did in 2009 when they forced Obamacare through Congress.""
""But that's not the case,"" Senator John McCain said in a statement
""| Jacqueline Martin / AP full statement: John McCain will vote against the Graham Cassidy health care bill. Senator John McCain's full statement on not supporting senators.""
""Lindsey Graham and bill Cassidy's Obamacare repeal act, published on September 22, 2017.""
""As I have repeatedly stressed, health care reform legislation should be the product of normal order in the Senate.""
Each jurisdiction Committee shall review the legislation according to the opinions of all members, and submit its motion to the meeting for debate and amendment
""This is the only way for us to reach a bipartisan consensus on lasting reform. Without this, a policy that affects one-fifth of our economy and every American family will be reversed with every change of government and a majority in Congress.""
""I will consider supporting legislation similar to that proposed by my friends, senators Graham and Cassidy, if it is the product of extensive hearing, debate and amendment.""
""But that's not the case.""
“… Do what we can... ""
""I also hope that in the next few months, we can work with our colleagues on both sides to reach a compromise solution acceptable to most of us and in the interests of Americans...""
""This is the only way for us to reach a bipartisan consensus on lasting reform. Without this, the policies that affect one fifth of our economy and every American family will be reversed with every change of government, and...""
“… Congress majority... ""
",
15,"""Tell us!""
""What's the message track for Taylor's nemesis Kanye West?""
""Learn more here!""
""Beyonce, 36, had a good time listening to Taylor Swift's much anticipated new album reputation, and was impressed by the honest lyrics of the song.""
A source close to Beyonce told reporters exclusively: ""Beyonce likes Taylor's new album Hollywood life.""
""She sat in the back, sipping tea, listening to all the new songs, trying to decipher the lyrics.""
""Beyonce felt something new about Taylor and could be connected with a lot of things Taylor sang.""
""Beyonce has gone through a lot, and she has written about her own struggles, so she appreciates Taylor's leaving everything behind."" it sounds like there's a real musical soul connected there! ""
""Bey also likes the interesting golden leaf dis repertoire,"" the source continued
""Hollywood stars, what do you think of Beyonce listening to Taylor's new album?""
",
16,"""Wait a minute.""
""My biggest musical inspiration is the sound of music,"" she revealed
""In the preview of season 12 of the popular NBC series, which premiered on February 27 (Monday), the four judges revealed the greatest musical influence they had grown up with and hinted at what would happen in the upcoming competition.""
""Spoiler Alert: it involves puppets.""
""I think, what makes me like music, what makes us all like music - when you were a kid, music was playing around you,"" Alicia case said
""My mother has a quite impressive record collection. I remember Sunday is a time when a lot of music plays are basically right, because Adam Levin credits his parents to buy a single for him and he plays every day. Sheldon says his brother has influenced him...""
“… My own taste is tacit, because his brother plays his music so loud that Sheldon has no choice but to listen to it too... ""
""Only Stefani quoted something outside her family as her early inspiration.""
""It inspired me in music and fashion, and for the rest of my life, the blonde added that the show has no boundaries, so anything can be considered about her romance with Sheldon, which seems to be an accurate statement, but he doesn't want to...""
""The voice will return to NBC at 8pm on Monday, February 27.""
",
17,"""Hollywood stars, do you think black and Miranda will meet?""
""It's likely to get intense,"" people familiar with the matter admit
""Black Sheldon, 40, and Miranda Lambert, 33, have been married for more than two years, but according to the latest report, she is finally ready to sit down and have a good talk.""
""In a new rumor about Blake's relationship with Gwen Stephanie, 47, a source told touch that Miranda wanted to confront her predecessor and end it.""
""It needs to be done,"" the source told the magazine
There's a lot of unfinished business between ""(Miranda) and black.""
""She needs to look Blake in the eye, ask some questions and get answers. There is no plan for this meeting yet, but the magazine claims that if it does happen, Miranda plans to go in with a clear mind, although it may...""
“… It's not that easy... ""
""Once you get emotional, (Miranda) may lose it."" That doesn't mean Miranda, 33, wants to reunite with her ex, but in fact, the opposite is true
""In addition, I only heard that they have planned to have an interesting labor day together, so I hope he will appear on her social media this weekend!""
",
18,"""Email us tips@radaronline.com , or call the (866) radar (667-2327) at any time. ""
""Do you have a story to tell RadarOnline.com ？”
Kate Middleton and her husband, Prince William, have just announced that they are going to have a third child. They are reported to have been hit by a cocaine bomb
""Is the hospital where 35 year old Middleton gave birth contaminated by illegal drugs?""
""According to the mirror, starting in 2015, someone may be taking cocaine in a toilet a few yards away from the private hospital ward where Middleton is about to give birth to her second child.""
""Radar just reported that Middleton is now pregnant with baby number three.""
""But two years ago, when she was pregnant with Charlotte, the British publication said that trace amounts of cocaine had been detected in a reservoir at St Mary's Hospital in London, where Middleton would give birth - and health officials had to investigate.""
""Middleton was pregnant with Charlotte, 2, at St Mary's Hospital in Paddington, West London.""
A spokesman for the Imperial College Healthcare NHS Trust said that when the news about cocaine surfaced, ""we attach great importance to the safety of patients and employees.""
""All our hospitals have 24 / 7 security, regular patrols, CCTV coverage of key areas inside and outside the building, and continuous monitoring by our security team.""
",
19,"""Hollywood stars, are you going to put Brad and treasure together?""
“… And Zhan shippers are holding on to hope, they somehow find their common way... ""
""We are two best friends. They decided to break up, but they are looking forward to continuing our cherished friendship. Hey, we never thought that we would see Justin Bieber and Selena Gomez reunite on the 23rd and separate after so many years, so no wonder Brad...""
""Due to the increasing sensation, there was something wrong between the two people. They issued a statement of accession, which read,"" this decision was made by both sides in good faith at the end of last year. ""
""He just wants to go back to normal life and he knows that with the separation in everyone's heart and the connections that people establish with him, it won't happen soon,"" the person familiar with the matter added
""But he knows it's impossible.""
""He wants to stay away from the tornado, but he knows he will be at the center of the tornado, and he will try his best to avoid the tornado instead of solving it.""
""Brad knows that it's difficult for anyone to experience a separation, but he's not happy that his name will be associated with her again in all the reports about her separation,"" a source close to the actor told reporters
""While fans are mad at the idea of Brad and Jennifer reuniting, the actor is afraid of all the new gossip that comes with his 49 year old ex returning to the market.""
“… See the former Hollywood golden couple reunite... ""
",
20,"""It took me 23 years to drive them around.""
""They are my own children.""
""The only thing I care about is Kendall and Kelly.""
She added that in her current relationship with the kardashians, ""I don't talk to the kardashians anymore.""
""They have no reason to know about it, and of course I don't trust them,"" Caitlin said
""I don't want them to leak it to the media, OK?""
""I've been living like Caitlin for a year and a half, OK?""
""It's none of their business.""
""I didn't tell anyone.""
""On the show, Caitlin told pierce that she didn't want to tell Kardashian about her surgery.""
",
21,"""Chris didn't grow up like that. Although he would bring benefits to the royal family as much as possible, he wanted to let her know that she didn't have the right to get anything, she had to work in life.""
""The last thing he wants is for his daughter to grow up around a group of pretenders who cater to her like Obama's daughter,"" the person said
""Chris already knows how evil the company is and he wants his daughter to stay as far away from it as possible,"" the source added
""On father Kanye and Adidas, the little girl burst into tears, and on Alexander Wang's t-show, the toddler burst into tears.""
""Recently, North lost his temper twice at New York Fashion week.""
""The star who follows Kardashian has received a strong response on social media before. People put on transparent Givenchy clothes during Paris fashion week and labeled her as a"" bad mother. ""
Bruce Jenner has been upset by reports that Kim Kardashian, 34, regards northwest as an ""accomplice.""
""It's crazy for him. He doesn't understand why people use their children like that For fame and visibility, ""the source added
""Parading around the royal family, taking her to places where she doesn't have a business, just to get her to take pictures, that's not what Chris would do.""
""But as a parent He won't do half of it, they won't, ""one source said
",
22,"""Alvin's acting career is still in its infancy, but he is determined to make a difference in this industry.""
""Alvin put work above everything.""
""It only lasted three months, but it was a whirlwind.""
""Of all Swift's relationships, the one with Tom sidleston is probably the strangest.""
""Taylor came in a private plane, and her security measures made it a military like mission in order not to be seen."" Swift and Alvin started dating after breaking up with Tom sidleston
""After what happened to Tom sidleston, they decided to remain silent,"" a source said at the time
""It is said that after they have been together for several months, the news of their relationship came out in May 2017.""
A source close to swift said that swift left the spotlight at the time because ""she felt her private life was out of control."" It is reported that during this time, swift and Alvin started dating, almost everyone didn't know
""In 2017, swift almost disappeared from the public view, which is strange for a person who has dominated the celebrity journalism before that.""
""Tyler swift and Joe Alvin have been dating for months, and no one knows.""
",
23,"""It's easy to do, and you're going to help raise money directly for important research, support and care for 2.3 million people with heart disease in the UK.""
""You can show your support by dyeing your hair red or wearing a red wig!""
""Join them today. If you dare to be red, be red.""
""Redheads know how to stand out from the crowd,"" said borishute, BHP's fund-raising director
""People who support the red project are encouraged to wear red clothes and accessories, and even choose to put strawberry blonde on their hair.""
""Join them as much as you can today. Charities are encouraging the public to join the fight against coronary heart disease, the biggest killer in the UK today.""
""Redheads know how to stand out from the crowd.""
""The red haired Prince Harry was named the sexiest Jiang Nan, followed by burly actor Michael faspin and Damian Lewis, who plays burly Nick Brody in motherland.""
Australian actress Nicole Kidman topped the list of fiery red haired women, followed by actresses esla Fisher and Alison Hannigan
""As part of a new survey conducted by the British Heart Foundation, they are asked to select the hottest stars they think are the hottest.""
",
24,"Aronofsky was previously engaged to Rachel Weitz, who has an 11 year old son, Henry
""I have a double responsibility, trying to be a supportive partner, and at the same time saying,"" for God's sake, can I not think about mom? ""
“…… This has led to a tense romantic relationship between her and Darren Aronofsky, the film's director. ""
""In the"" actor to actor ""series of interviews on variety, the Oscar winning actress revealed that Aronofsky's negative reaction to the film was"" unhealthy ""for the couple, who finally announced their breakup in October after dating for a year.""
Lawrence, 27, said in the clip: ""usually, I promote a movie, invite others to see it, and then nobody cares.""
""I usually just let it be.""
""Dating a director is different.""
""We took part in the press tour together. When I went back to the hotel, the last thing I wanted to talk about was a movie he came back from his tour. That's what he wanted to talk about. I understood her...""
“… Continue... ""
""It's his child.""
",
25,"""Christine note: if you really feel that living in the spotlight is so sad, we've heard that McDonald's is hiring...""
""The couple had a sushi dinner in Matsushima, a hot spot in Hollywood, and then hurried into the waiting car and ran late into the night.""
""As a vampire, he has a sad, miserable life - fame is the same.""
""Revealed: Robert Pattinson shared this article with Christine Stewart's"" far away romantic lover. ""Christine said,"" Edward is actually a good parallel of fame. ""
""Previous related article 1 next secret love: Robert Pattinson and Kristen Stewart try not to be noticed because they are I left a dinner date. ""
In an interview with Blackburn magazine last year, she compared her life to that of Edward Cullen, played by Pattinson in a popular vampire movie
""Although millions of ordinary people will fight for their careers, boyfriends and bank deposits, the Twilight star can only lament his privileged status.""
""Bow: Robert Pattinson can at least smile when the couple are driven away. Stewart, 20, claims to have a lot of unhappiness
""Pattinson was as amiable and smiling as usual, but Stewart couldn't even smile. Instead, he chose to stare at her when her boyfriend smoked.""
""I'm an actor.""
",
26,"“… For his personal consumption... ""
""Of the thoughtless extravagance alleged in the cross complaint, 75 million were spent on 14 homes around the world, 18 million on the purchase and renovation of a 150 foot yacht, and $30000 a month on expensive wine from Depp flying around the world...""
“…… Maintain a monthly cross complaint that he can't afford... ""
""His vice management company subsequently filed a cross complaint, accusing Depp of living an extremely luxurious lifestyle. During the 17 years when TMG represented Depp, he could not afford it. Depp lived an extremely luxurious lifestyle and knowingly made Depp lose more than 2 million....""
“…… Regardless of whether Mr. Depp actually received any income, an excessive Commission far exceeded the actual value of TMG's services to Mr. Depp. The former bodyguard accused Johnny Depp of saying that they were forced to protect the actors from themselves, and that... ""
“…… At the cinema in November this year, Depp initially sued the management group in January 2017, accusing its former manager of self dealing and serious misconduct, in which Depp sought $25 million and claimed to charge 5% commission on the actor's income in some cases, regardless of... ""
""After the reconciliation, Johnny is happy to be able to refocus all his attention on his ongoing artistic activities, especially the second stop of the Hollywood vampire world tour and the exciting press conference of J.K. Rowling's the crime of the monster Greenwald, which will be released...""
“… Depp will be able to fully focus on his various projects... ""
“…… The subsequent reconciliation further demonstrated Johnny's determination to take firm action to protect his personal and artistic reputation in order to safeguard the interests of his family and career. Johnny Depp has been charged with beating members of the film crew in a new lawsuit. The spokesman added that through the settlement... ""
""In a statement released on Monday, a spokesman for the actor said Johnny Depp was pleased to reach a settlement with management after taking legal action against the company in January 2017. The spokesman added that to management and
",
27,"""Even if some people think that the end of John wicker: Chapter two is quite clear (no different from the dark knight or the last Jedi), I'm still curious about what secrets wicker's crew have in the three rounds.""
""I'm not sure Ruby Rose survived the meeting with Mr. wicker in the second part, but I kind of hope she'll come back as well.""
""Halle Berry just announced through instagram that the actress will join the cast of the third John wicker film.""
""Written by Derek Kolstad and directed by Chad stahelsky, the final chapter (probably) of Kinu Reeves' action series will open on May 17, 2019.""
""I don't know if berry is playing a villain or an anti hero, but it's cool to assume that the heroine's age is about the same as the hero's, she's 51 and he's 53, and they both look a day older than 27.""
""I'm a big fan of Berry's latest vulgar novel call and kidnap, so it's a very cool cast...""
""Lion Gate has just announced that Angelica Houston, Kate Dillon of Asia (TV billion and orange are the new black), mark dakascos (lucky day, Hawaii 5-0, s.h.i.e.l.d.'s agent.""
"") and Jason manzukas (long dumb Road, house) will join John Wick's cast: Chapter 3.""
""Yes, Lawrence Fishburn, Ian mcshawn and lance Reddick will be back, too.""
""It means, arguably, that lion gate may emphasize an ensemble cast this time, rather than (understandably) Keanu Reeves' performance in the first two films.""
",
28,"""It's not that she has never been shy, when it comes to Hollywood female stars, do you think Kim has become too much of an exhibition again with her perspective costume?""
""If there's nothing to hold that jacket in place, a gust of wind and her headlights will light up high beams for the world to see.""
“… ""Nipple line...""
""The only thing she wears inside is a small pair of crepe underwear with a light gray duster on it. It must be strategically fixed with tape because it just landed on her...""
Wearing a transparent plastic vinyl ""dress"" and revealing her bare chest, she was surprised at the Shibuya sushi restaurant in Calabasas
""Kim did it on July 13, almost naked out of town!""
Our source added: ""Kim is getting hotter and hotter in kenye's eyes. He likes his beautiful wife to show off to the world before going home.""
""Their chemistry is intense and their sex life is just as good or even better than when they first sleep together.""
""They're more in love now than ever, and the evidence is in the bedroom.""
""She's 36 now and they have two children, but he's more attractive to her than ever,"" an insider in Calabasas told reporters
",
29,"""Kim Kardashian confirmed later that month that she gave birth to her third child through surrogacy in the season 14"" keep up with Kardashian ""trailer
""The news was first reported in September, and the same month news media also said that sister Khloe Kardashian was looking forward to her first child with her boyfriend Tristan Thompson.""
""No Photoshop, no filters, no additives, no preservatives."" In addition to her sister Kylie Jenner and Kardashian's family, Kardashian is reported to be pregnant. The reality star is reported to be pregnant with his boyfriend Travis Scott for the first time
""The website later announced:"" Daily Mail x17online hired the photographer who took the photos, and he also defended Jenner's photos, saying they were ""100% real!""
""It's the first time Kelly has hidden her pregnant body under loose clothes. It's the first time she has a lump."" Jenna was wearing a black yeezy ""Calabasas"" sweatshirt and sweatpants at a small airport
The daily mail published an exclusive photo of the paparazzi on Sunday with the headline ""this is Jenna baby!""
""Check the car wiring.""
She later forwarded: ""it's the editor's!""
""Check for distorted lines in the background,"" Jenner tweeted. The second photo was obviously tampered with. "" Two photos were later deleted
Jenna tweeted her own photos on Sunday, which were originally published in the daily mail, saying they were ""obviously modified."" ""First of all, if you want to use Photoshop to deal with my photo blog / dad!""
",
30,"""Hollywood stars, do you want Katie and Orlando back together?""
""Learn more about Robsten here.""
""I was enjoying my friend's birthday in a bar when Robert Pattinson came in and blew up my twilight mind. Then Kristen Stewart came in and now I'm reliving my high school Twilight fantasy,"" a witness tweeted after discovering the couple on February 12
“…… On February 11, former Robert Pattinson, 31, and his former Kristen Stewart, 27, were seen together in Edendale, Silver Lake, Los Angeles
""At that time, their representatives issued a joint statement, which was read out before rumors or fraud got out of control. We can confirm that Orlando Bloom and Katie Perry are respecting the space of love. At this time, the news just falls on the news of the same day, Katie s...""
""Katie and Orlando first broke up at the end of February 2017. Just a few days ago, they seemed to be happier than ever at many Oscar parties.""
""Again and again, lovers tease each other's reconciliation by flirting on social media - they like each other's photos and leave comments during the breakup Or lack of emotion. ""
""Before that, they were found at ed Sheeran's concert in Los Angeles in August 2017.""
""Rumors of a renewed relationship between Katie and Orlando began to spread in early January 2018, when they were on holiday together in the Maldives.""
""Spin off in early 2017""
",
