,Similar sentences,Labels
14,"""In this indecent case, he will face a minimum sentence of 25 to 40 years.""
""Nasar has been sentenced to 60 years in prison for child pornography.""
""Nasar, who was employed by Michigan State University and the U.S. gymnastics team, admitted to molesting athletes during treatment.""
""More than 80 victims, including Olympic gymnasts Eli Reisman and mckeira Maroni, testified against Nasar and described the impact of his attack.""
“…… All the women who stand up, you are my example and my hero. I will always respect you and be inspired by your courage and commitment to make our world a better and safer place, she said
""I'm here not only for these young athletes, but also for all young women who want and should feel safe. Liujin also revealed that her father, who is the coach of the women's national team, is trying to change the culture and environment of this event to become...""
""I hope this is the beginning of a positive change,"" she said
""Ali Reisman told the abuser Larry Nasar in court: '(we) are a force, you are nothing.' Liujin later promised that all the proceeds from her upcoming gymnastics competition"" nasia Liujin Cup ""would be donated to an organization supporting victims of sexual abuse.""
""I stammered over my words because I couldn't even begin to deal with my thoughts, let alone my words about his abominable and criminal behavior,"" she added
""I realized that I gave the impression that I wasn't fully supportive of my teammates.""
",
15,"“…… When you believe, there will be a power to take over everything, and I am a believer. ""
""At this point in my life, going back to the hard times a few years ago, I feel like I can fly.""
""I've been through a lot.""
""I had a good time,"" she said
“…… January 2016
""In the end, although the singer managed to give a more serious answer, telling the assembled fans that since her husband Rene Angelil and her brother Daniel Dion died in a few days, she has been taking her life day by day...""
“…… When another reporter asked this question in a confused voice, he even nodded his head in favor of Marvin Gay's 1971 ""tracking what happened...""
""We go out, or she smiles and asks, and he asks, are you free tonight?"" Dion suddenly began to sing again, this time for Tom Patty's ""free Falin Dion""
""When the same reporter tried to ask her about her love life again, Dion didn't let go.""
“… Answer his question... ""
",
16,"""Watch all the latest dances, dance with stars, 2018 cast...""
""Watch dance with the stars ABC 8:7 Monday!""
""You can see the full footage of dancing with the stars on TV, ABC website or ABC app.""
""Do you want to see it again?""
""Missed an episode?""
""Rashad Jennings is guest judge this week...""
""30 Kareem Abdul Jabbar and Lindsay Arnold total score 26 Jennie finch Daigle and Keo motsepe total score 26 Tonya Harding and Sasha Farber total score 33 team 1950s tennis dance team 1970s football dance see second week knockout all scores exceed the possible total score of 40 points as...""
""Adam Rippon and Jenna Johnson total score 37 Adam Rippon crazy fast trot long horse and Allen bear total score 37 long horse's fairy tale Foxtrot dancers Arik ogumbale and grub safchenko total score 33 Chris Mazel and vitny Carson total score 33 Josh Norman and Shana Burgess total score...""
""Take a look at all the results and some highlights below!""
""There's team dancing, guest judge Rashad Jennings, and Adam Rippon and Miley NAGase in the top 10.""
",
17,"""We've been educated since childhood, so I'm looking at every woman who feels comfortable with her skin. As a female boss, I'm grateful for the examples of women I aspire to be and my friends who feel comfortable with them.""
""I think women have a tendency to minimize themselves.""
""Even if I come here today, I don't think I deserve to be here. I don't deserve to be honored among these incredible women.""
“… In my own skin, so I look forward to those women who are so confident... ""
""In my career, I've admired a lot of women, from Meryl Streep to Hillary Clinton. She's always at the top, and she's almost our first female president. All of these women inspire me, the actress added. For me, feeling comfortable is still a struggle... ""
“…… Obviously, they are very satisfied with themselves. I think it's a pity that women are called bossy. When a woman is in power, we call her boss, because if they just succeed, we can call them directly. She tells us... ""
""That's why I want to stand up for those children who are sexually abused, and I'm very grateful to be able to share their stories when they can't be themselves,"" she added, inspired by Hollywood's fear of being their own woman... ""
""I see that in her humanity, she knows and is conscious of other people.""
""My mom always stood up to people who didn't have a say,"" she told us on the red carpet
""So you can ask me another question."" However, the gossip girl's alumni are eager to talk about empowering women in her life and how she hopes to set a good example for her two daughters, James, 2, and Ian, 6 months old, whom she shared with her husband, Ryan Reynolds
",
18,"""Anyway, we support each other in everything we do.""
Consuelos, 46, also used instagram's carousel feature to share photos of the couple over the years
""To celebrate their 21st wedding anniversary, Ripa revealed on Monday that Ryan Seacrest would be co host of"" living with Kelly Ryan ""with her. After a year's search, ABC hosts and actors expressed their love for each other on instagram...""
“… Sweet post... ""
Get push notifications containing news, features, etc
""21 years of light.""
""(I'm sorry, Lola) @ Happy Anniversary. I love you.""
""Big! Ripa, 46, first wrote an article for her husband on instagram, which included many photos of the two people cuddling together while traveling together
""Yes!!""
""We are really loyal to each other.""
",
19,"Giselle is considered one of the world's highest paid supermodels. In recent years, she has taken a step back from the spotlight by raising two children with her husband of eight years, American football quarterback Tom Brady
She decorated the work with animal prints, paired it with a headscarf and cast a gloomy look at the camera
Naomi Campbell, 47, and Kaya Gerber, 16, made the perfect couple at Versace's latest haute couture show
The British supermodel and an American teen model with disheveled hair in their 80s, joined by 37 year old Brazilian star Gisele Bundchen, are three generations of stunt stars
""Scroll down to see the video Versace, Versace, Versace!""
In her latest campaign, 16-year-old Kaia Gerber, dressed in a light blue coordinating suit, shows off her amazing facial features and well-defined bone structure, and shakes her huge '80s haircut! ""
""Kaya 16 is the same as her supermodel mother Cindy Crawford. In 1992, when she was 26 years old, her model mother's daughter Kaia showed her natural and charming features and well-defined bones in an amazing high-end fashion shoot...""
“… When she slides into a baby blue harmony ensemble
""She's rocking the brand's iconic gold accessories and hardware. As she poses for the brand, she's wearing a smooth dark lock and curling it.""
""The girl signed a contract with Versace when she was a child, then posed for vogue Paris with Cindy, 15, and signed a series of contracts. Since then, she has been following the family model.""
",
20,"""[Michael Buckner / Getty pictures]
Other DWTS alumni attending the Wedding Weekend included DWTS longtime Pro Tony dovolani, Kio motsepe, Henry bialikov and actress rumor Willis, who was val chimmerkovsky's celebrity partner in season 20 of the ABC celebrity ballroom competition
""On July 7, professional dancers dancing with the stars and their team gathered at Oheka castle, a vast real estate shown in Taylor Swift's"" blank space ""video.""
""According to e!""
""It's reported that mark and PETA held their premarital party at the famous long island wedding venue the night before their wedding on July 8.""
""It is reported that the couple rented the venue to their wedding party at the weekend, where they will exchange vows.""
Entertainment Tonight previously reported that Max chimmerkovsky and PETA murgatroyd planned to hold a Sabbath dinner in ohka the night before the wedding and a Sunday Brunch the morning after the wedding
At the event on the eve of the wedding, PETA murgatroyd was dressed in a White Satin Strapless tight skirt with perfect pictures
""Other people at the party included Mark's brother val chmerkovskiy, his rumored girlfriend, his star dancing companion, professional dancer Jenna Johnson, and former DWTS member Nicole volynets She's not only the maid of honor of PETA, she's also her wedding planner. ""
""It has been rumored that other celebrities on the guest list include Val's ex girlfriends amber Ross, Neil Dimaco and bachelor star Nick vial, who is PETA mugartroyd's recent celebrity partner at the ABC celebrity ballroom competition.""
",
21,"""You will be worried and nervous, life will be very unsafe, because if he is not loyal now, he will never change.""
Finally, Crowe broke the awkward silence and asked Kim and Thompson, ""do you want to say hello or not?""? ""Thompson took the first step and brought Kim in and gave him a big hug before they parted.""
""Entertainment through Getty pictures Kim Kardashian took photos at the people's Choice Awards in November.""
""Her interaction with Tristan Thompson during Chloe Kardashian's childbirth - just a few days after the news of Thompson's betrayal of Chloe - was uncomfortable, to say the least.""
""If Carol Kardashian's game is revenge, then Kim Kardashian's game is straightforward revenge.""
""As any Kardashian expert will tell you, the reality star is not afraid to blame anyone she thinks has wronged her - or worse, anyone in her family.""
""Look at helo's boyfriend and NBA player Tristan Thompson. A few days before she gave birth to her daughter, he was found cheating her in several videos, really.""
After learning the news, Jin Zhengnan flew into a rage and followed him on social media. He later declared that his behavior was ""too bad"" on the ""Ellen DeGeneres Show.""
""The two seem to have made up since then (and downplayed their grudges), but footage from this Sunday's"" keep up with Kardashian ""episode shows Kim meeting Thompson face to face for the first time after learning that he was unfaithful to his sister.""
""It's very uncomfortable.""
",
22,"""To Megan McCluskey Megan McCluskey @ time.com.""
""If you are not confirmed within 10 minutes, please check your spam folder.""
""Live on Wednesday""
“… Teases Fox News Host's episode
On a tweet, his ""friend"" hanniti claimed that he never paid Cohen, who is the center of investigation of the Federal Bureau of investigation, and the late night host enthusiastically shared his views on the matter
""That sounds normal.""
""He has a lawyer who doesn't pay,"" quipped Kimmel
""By the way, I'd like to ask Michael Cohen to be my lawyer.""
""He has only three clients, and obviously he works for free.""
""He doesn't take money from anyone."" The new dispute, which ended with Kimmel's apology, took place more than a week after two television celebrities had a fierce fight on twitter
",
23,"""In the same photo, Tommy Lee's description is more obscure:"" yes, I did a lot. ""
""The news report said the two announced their engagement on Valentine's day in 2018, and they had a"" close wedding in front of a few lucky guests. ""
""The obscurity of the subtitles makes it hard to see whether they are really married or just having fun, although e!""
""Take pictures in front of other people's remaining wedding altar.""
""Never.""
""One day.""
The title of the photo says ""best""
""Ang Lee and his fiancee, former vine star Brittany Furlan, released a photo on Sunday (May 27) showing them kissing under the awning in matching white robes and slippers.""
""Or it could be a big joke.""
""It's possible that Tommy Lee, a former drummer of Crusoe, got married for the fourth time over Memorial Day weekend.""
",
24,"""I have great respect for John, but I know it's the best for me.""
""Nicky's Christmas and new year's Eve traditions will be different this year.""
""Nikibala will know soon.""
""It's really interesting this year, because I'm hosting Thanksgiving for the first time, and I'm going to do the same for Christmas, which is very interesting, because my daughter starts to care about something before and after the holiday, so that I can spend those moments with her bribella...""
“…… On Friday, December 7, at the 2018 Dingdang ball in New York City, you know, if you feed Nicky a ton of wine, Santa would better bring me something to your house, Nicky interjected
""I need diamond earrings."" Bree, 35, and her husband Daniel Bryan welcomed their daughter birdie in May 2017
""The greatest feeling in the world!""
""!"" she captioned a photo later that week. ""
""I can't even express my love for her from the moment I saw her. I fell in love with her."" Bertie will be one and a half years old before and after the holiday
""Total Bellas star, 35, and John cena cancelled their engagement in April 2018, ending their six-year relationship.""
",
25,"""Chapman announced on Tuesday that she would leave Weinstein.""
Milan hosts and Chapman judges. Chapman is one of the founders of the machesa fashion brand
""The T-ALL Star project was made by Weinstein.""
“…… After an episode in a hotel room in 1997, rose McGovern, the star who settled with Weinstein
""Please don't confuse my silence with respect for a dear friend and her beautiful child. In the past year, seven well-known men have been accused of sexual harassment after publishing her post. Milano forwarded a photo with the words ""rose and I stand together"" and mentioned her charming colleague... ""
""It's because of my love for Georgina, India and dashir that I'm not commenting on this publicly until now.""
""Harvey and Georgina have two very young children, and my children know them all their lives.""
""She's one of the most special people I've ever met.""
""Georgina Chapman is my friend.""
""But public opposition to Weinstein is complicated for me because of personal reasons,"" Milano explained
",
26,"""I'm the one.""
""If there's any accident, I'll be there.""
""The countdown to the birth of their twins continues, and we are learning more and more about how the two of them prepare for their babies.""
""They are counting down (days), almost beside their seats,"" according to an e! ""
""News.""
""Every day, one of them would say,"" today is coming. ""
""I can feel it, and then it won't happen."" The insider also said, ""Amar is great.""
""She's healthy, excited and looking forward to being a mother.""
""She's relaxed.""
""She is now officially on maternity leave. The source said that human rights lawyers will soon arrive, while another source close to the couple confirmed that Amar does not need to visit every day...""
",
27,"“… It's a good place for the throne, a maid's story, and a strange thing for a insecure host. 2 this is the US Air Force Special Award for the Vietnam War. ""
""AFI movie of the year big illness call me your name Dunkirk Florida project go out lady bird back water shape three billboards out ebb Missouri Wonder Woman AFI TV show of the year big lie crown revenge Betty and Joan game...""
""The list of winners this year is as follows.""
""The winners will be recognized at a luncheon in Los Angeles on January 5.""
""This year, however, the latest Star Wars movie"" the last Jedi, ""which was released on December 15, is not on AFI's list.""
""Two years ago, the Motion Picture Association of America delayed voting on the year-end awards to give critics a chance to see Star Wars: the awakening of the force Wars:the Force  The society then published Star Wars: the awakening of the force Wars:the Force  Warkes is on the top 10 best picture list of 2015. ""
""Pato is the producer of"" seriously ill ""and he avoided voting on that film.""
Other members of the jury include Jude apato, Halle Berry, Jamie Lee Curtis, Leonard Maltin, writers and scholars representing famous universities, and film critics from NPR, rolling stone, TV guide and Washington Post
""This year's jury was presided over by Tom Pollock (film) and Richard Frank (TV), vice chairmen of AFI's board of directors.""
""The AFI awards celebrate this group of artists who challenge and inspire us, entertain and inspire us - and ultimately remind us of our common heartbeat.""
",
28,"""Absolutely normal.""
""Swim with sharks,"" Maria wrote in the title of the clip
""In a video of herself and Monroe snorkeling in shallow water with these creatures, she also revealed her rare side of adventure.""
""In another photo of Maria caressing one of the sharks, the star looks beautiful in a diving suit that zips up to the cleavage.""
""These animals mainly eat small fish, shrimp and squid. They can grow up to 14 feet (4.3 meters), have very strong jaws and tens of thousands of small serrated teeth. If they are stepped on or disturbed by divers who are considered docile, they will use these teeth for defense.""
""Accompanied by the water ride is the singer's off and on partner Bryan Tanaka, who also shared a video of himself swimming with the undersea shark.""
""Shark day and denbarbie... ""Don't worry, they are gentle nannies,"" Maria wrote in a post on the social media site
“… Often found in warm shallow water
""On independence day, the"" we belong together ""singer posted photos and videos on instagram. In the photos, she and her six-year-old children were in the ocean with the nurse shark, who was considered gentle. They looked totally fearless because they were surrounded by sharks that were harmless to human beings, and...""
""Mariah Carey took her twin Moroccans and Monroe to celebrate July 4 - swimming with sharks.""
",
29,"""It's time to see her, Tess,"" Randall said
""That's my brother."" Tess didn't see ""she"" in the last episode of season 2 for a long time. We saw old Randall and old Tess for the first time
""Stirling K. Brown: we all know it's Rebecca, although the audience doesn't know, we know why it's Rebecca, and you'll know what it is at the end of the season.""
""How long will it take us to figure out why everyone got together to see her?""
""The wrap"": how do you feel about the revelation of ""Rebecca"" in ""Rebecca is the mysterious future we've always wanted to know""
""So, since we don't get any new cues on the screen anymore, the wrap gathered some clues for you when talking with brown about Randall's winning the city council election in Philadelphia and the impact of these election results on the present and future of the Pearsons.""
""Also read: 'this is our' third season: 'er' Alan Golan Visnjic plays Beth's teacher backstage episode 'this is our' return to rest tonight and jump between the past and the present with an episode - but not towards the future.""
""Does that mean they are separated or even divorced?""
""The quarrel caused Randall to sleep on the sofa. The atmosphere between the happy couple is not very pleasant now. Some hints in the future indicate that they are only communicating with adult Tess.""
""This episode also ended with the fight between Beth and Randall today, because Randall refused to withdraw from the city council election. At that time, the polls showed that he would not win, and his wife asked him to give up and come back to help his family.""
",
30,"""Sign up for our daily newsletters and send our best stories of the day directly to your in box.""
Booker wrote in a document obtained by ladaroni that she was worried about her son's safety and used Edwards' drunk driving as a factor
""The 26 year old mother applied for a protection order against 30-year-old Edwards at the end of March, including their 9-year-old son Bentley and her two other children, 2-year-old Jed Carter and 22-month-old trek reed, who share the two children with her husband, Tyler McKinney.""
Get push notifications containing news, features, etc
""A representative of Edwards did not immediately respond to requests for comment.""
""The booking claimed in the court documents obtained by E!""
""It's said that Edwards left a voice message threatening to show up at my house and take my son, claiming that her ex boyfriend threatened to show up and hurt me if I didn't answer the phone, and that the MTV star also claimed that Edwards showed up at Bentley's baseball field...""
“… In May 2017, under the influence of heroin, the game yelled in my face and threatened to hurt me. Ladaroni reported... ""
""Image zoom MACI bookout Ryan Edwards credit John Phillips Getty Mackenzie Edwards instagram Edwards was on his way to the wedding ceremony with Mackenzie standifer Edwards. In the last episode of the sixth season of"" teenage mom og "", he was photographed with driving obstacles, and Mackenzie standifer Edwards sometimes took the steering wheel from him...""
""Want to keep up with the latest news from people?""
",
31,"""(she) mumbled something, knocked things off the counter and walked out,"" the spokesman said
""A spokesman for the West Hollywood sheriff's Department told people at the time that a woman came into the store with a revolver and pointed it at one of the employees.""
""Kardashian is saying goodbye to a chapter in their lives...""
The 37 year old kkw beauty tycoon announced on her app and website on Thursday that she and her siblings had decided to close all dash stores
Get push notifications containing news, features, etc
""After nearly 12 years, my sisters and I decided to close our dash store,"" the mother of three began
""In 2006, our family opened their first store. Since then, we have created a lot of lifelong memories.""
""From the opening ceremonies in Los Angeles, Miami and New York to our dash show, it's an important part of our lives."" ""We like to run dash, but each of us has grown a lot in the past few years,"" she continued
""We've been busy running our own brand, we've been busy being mothers, and we've been balancing with our family at work.""
""We know in our hearts that it's time to continue zooming. We love our dash dolls. Thank you very much for these wonderful memories. We would like to thank the staff of dash and all the incredible fans... ""
",
32,"""To caddy langkady Lang @ time.""
Please enter a valid email address
""According to Beyonce's instagram, which is named rummy and Sir Carter, these two handles are absolutely unique enough to be compatible with plants such as blue ivy.""
""Beyonce announced that what she and jay z are looking forward to is not one, but two new family members added in February this year. A veiled art photo of her on instagram and an exposed baby lump have thrown the Internet into chaos.""
""We are willing to share our love and happiness.""
""We've been blessed twice,"" the lemonade singer wrote in the title of the photo
""Beyonce shared a series of photos during her pregnancy, many of which were photos of their five-year-old daughter, Ivy Carter.""
""The birth of the twins is one of the most anticipated events in 2017, and Beyonce's avant-garde instagram pregnancy announcement broke the Guinness world record for the most popular photo on instagram.""
""The power couple got married in 2008, and on January 7, 2012, they ushered in blue, now five years old.""
""Please see the name announcement below.""
",
33,"“… The kids
""It made me confident in our relationship because I knew he really wanted to be with me, and he did it at great risk, and both agreed that they were very excited about marriage and family. In fact, little luyandick said he wanted two or four...""
""Things are going very fast and everything is fine."" The couple also admitted that they haven't seen the end of their season - including the raw footage of young luyandick and kufrin ending their relationship in agony
""We're living in an apartment now, and we've just bought a new house,"" Burnham said from the observation deck
""Kuflynn is engaged again, this time after completing the production of"" Bachelor ""(she premieres on ABC this season on Monday), young luyandick and Burnham have moved to his hometown of Scottsdale, Arizona.""
""The single photos of little Ali luyandik and Lauren Burnham are continuing.""
""He finally decided to break up with 28 year old kuflin, continue his relationship with Burnham - and propose to her live on TV two hours after the rose special ended on March 6.""
""Less than two months after proposing to finalist Becca Coughlin, little luyandick realized that he still loved runner up Burnham.""
Singles Day
Little luyandik, 36, and Burnham, 26, were the epicenters of the latest (and most controversial) earthquake
",
