,Reason Lists,Labels
10,"“Email us at tips@radaronline.com, or call us at (866) ON-RADAR (667-2327) any time, day or night.”
“Do you have a story for RadarOnline.com?”
“We pay for juicy info!”
“Weigh in with your thoughts in the comments below.”
“Friends say hypocritical Stiller also “tried to control everything she did, even micromanaging her diet.”Do you think Christine is better without Ben and his jealousy?”
“Taylor, 45, “grew tired of Ben’s drama and accusations, especially when he’d have two stunning blond ‘chefs’ on his own movie sets,” claimed a source.”
““Whenever Christine was out of town on a job, which wasn’t very often, Ben would inevitably recruit someone on set to spy on her!” said a source close to the actors.”
“As Radar reported, the pair looked extremely unhappy months before their marriage finally ended.”
“The couple, who starred in multiple films together, including Zoolander, was known for their tumultuous relationship.”
““His worst nightmare was that she’d leave him one day for a taller, hotter man.”After 17 years of marriage and two kids – Ella, 15, and son Quinlin, 12 – Stiller and Taylor finally called it quits.”","['Satire', 'Sensational']"
11,"“HollywoodLifers, would you donate a kidney to your BFF if they needed it?”
“If these two can make it through something as serious as an organ transplant ordeal, there’s nothing that can break their union.”
“We’ve got EXCLUSIVE details on how he was totally in the dark about her operation.”
“If Jelena fans were still holding out hope that there was still a connection between Selena Gomez, 25, and Justin Bieber, 23, the fact that he didn’t know she underwent a top-secret kidney transplant should be proof enough that these two don’t stay in contact.”
“The “Hands To Myself” singer shocked the world when she revealed on Sept. 14 that her best friend Francia Raisa, 29, donated one of her kidneys to Selena after her Lupus condition required the operation earlier this summer.”
“Justin found out just like the rest of her fans via her Instagram post about it because they just don’t talk anymore.”
““He is hearing about this just as everyone is hearing about it.”
“He’s he is happy that she is okay, but he has no interest in contacting her to see how she is doing.”
“This will not be a catalyst for them to talk again.”
“He is generally happy she is okay, but that is all he wants to deal with right now when it comes to her,” a source close to the Biebs tells HollywoodLife.com EXCLUSIVELY.”","['Satire', 'Sensational']"
12,"“...a cover for ICON Magazine and a fashion shoot in Bangkok to promote his HBO show The Leftovers...”
“He is still friendly with Justin and happy to work with him again he just wants to keep things professional having been a part of a number of his campaigns The hairdresser has worked with the star on several high profile projects including a Terry Richardson s shoot New York...”
“Vuitton while Justin was at the Ritz with a friend but they did come in contact during the stay it was inevitable the insider said...”
“Sources say he later met with Justin in Paris this month while working with actress after which the stars sat front row together at the Louis Vuitton show for Fashion Week along with actress Chris was with Michelle at the Hotel Le Bristol she is also a face of Louis...”
“Michelle Williams, after which the stars sat front row together at the Louis Vuitton show for Fashion Week, along with actress Emma Stone.”
“He captioned one: ""#series8 #louisvuitton @nicolasghesquiere @justintheroux,"" along with a love heart emoji.”
“McMillan shared a series of photographs of the actor, who is the face of Louis Vuitton, posing in an open black leather shirt on Instagram - a few months after their split at the end of January, before their official announcement.”
“It’s a real kick in the teeth for Jen, who’s always been pretty territorial with Chris and sees him as a trusted member of her social circle,” spilled the snitch to Radar exclusively.”
““Jennifer doesn’t want to tell him who he can and can’t work with, but he’s seeing plenty of Justin now he’s spending most of his time in New York.”
““He’s kind of stuck in the middle and tries not to talk to Justin about Jennifer, he doesn’t want to make things more awkward than they already are.”",['Sensational']
13,"““It almost seemed different this time because he was way more affectionate and public with her than he normally is, but his friends knew it wouldn’t last.””
““Leo thought Nina was a super cool girl,” said the source.”
“Following their split, a source close to the actor told PEOPLE that he just wasn’t ready to take the next step.”
“Agdal and DiCaprio, who made his first public outing since the breakup at the Cannes Film Festival in May, had dated for a year after first being spotted at a New York City club in May 2016.”
“Reps for Agdal and Brinkley Cook did not comment.”
““It’s nothing serious.”Image zoom Credit: TheImageDirectAccording to Page Six, which first reported the news, the duo were seen “smooching all over Montauk,” including Surf Lodge.”
““It’s nothing but a little fling,” sources tell PEOPLE.”
“And on Sunday, Agdal was in Montauk with Jack and his sister, Sailor Brinkley Cook, to celebrate Sailor’s 19th birthday with their friends at The Surf Lodge ahead of the Fourth of July holiday.”
“Get push notifications with news, features and more.”
“On Thursday, the pair were photographed spending a casual day together.”",['Sensational']
14,"“Now, they are in a better place and amicably co-parenting their six children, Maddox, 15, Pax, 13, Zahara, 12, Shiloh, 10, and twins Knox and Vivienne, 8.”
“However, the pair later decided to seal their court docs to settle their issues out of the public eye.”
“Jennifer Aniston and Brad Pitt have allegedly been set up by Clooney.”
“Inside their reported late-night hangouts!”
“Question, is it the early 2000s, because a new report claims the gang is back together again — Jennifer Aniston, 49, Brad Pitt, 54, and George Clooney, 56.”
“Jen and Brad “have been secretly getting together for late-night hookups, and it’s all because of George [Clooney],” Star magazine reports.”
““George was the first person to call him when his marriage to Angie imploded,” a source tells the mag.”
““After Jen and Justin [Theroux, 46] announced their split, he encouraged Brad to reach out and give their relationship another chance.” Jen and Brad were married from 2000-2005.”
“The insider goes on to claim that George has been pressing Brad to reunite with his ex ever since the news broke that she and Theroux had split.”
“George allegedly first facilitated a meeting between the exes on March 3, when he attended a pre-Oscar party with Brad in Beverly Hills.”","['Satire', 'Sensational']"
15,"“After all, it would be another instance of him obsessing over his ex and it might just be what finally sends Sofia out the door and out of his life – for good.”
“Unfortunately for Scott, all is good between Kourt and her boy.”
“We’ve EXCLUSIVELY heard that Scott’s endless fixation on his ex, Kourtney Kardashian, is pushing Sofia to the brink!”
“Time might be running out on Sofia Richie, 19, and Scott Disick’s relationship, because the daughter of Lionel Richie is running out of patience for her 34-year-old boyfriend.”
“Specifically, as a source EXCLUSIVELY tells HollywoodLife.com, Sofia is fed up with how Scott can’t seem to let go of Kourtney Kardashian, 38.”
““Sofia is annoyed with Scott’s obsession with his ex Kourtney,” the source says.”
“She s tired of listening to Scott complain about Kourtney and Sofia really doesn t like to hear Scott whine about Younes Bendjima taking his place For Sofia the insider tells HollywoodLife com it s a real turn off when Scott stalks Kourtney online and obsesses about her there is...”
“...only so much more Sofia can take With Scott and Sofia bickering a lot as of late maybe it s time for him to put the phone down and focus on his girl...”
“Scott certainly had a lot to obsess over as of late.”
“For a hot minute, it looked as if Kourt and Younes, 24, had broken up.”","['Satire', 'Sensational']"
16,"“...transition and forced him into religious conversion therapy and attempted to get him to attend church in an effort to save their marriage...”
“What did I just do to myself Also Read Caitlyn Jenner Transparent Casting Sparks Fan Riot on Twitter In his book the 1 New York Times best selling author and award winning journalist reveals that Jenner s ex wife Kris Jenner was very aware of her husband s desire to...”
“A lengthy Vanity Fair story recalls a panic attack that she experienced after undergoing facial-feminization surgery, during which she wondered, “What did I just do?”
“Jenner has hinted at trepidation over the transition in the past.”
“Based on his research, Halperin believes that Jenner will de-transition in the next couple of years, telling the public how difficult the transition was, but noting that she was happy to help raise awareness about transgender right.”
“Also Read: Stop Asking Caitlyn Jenner to Be 'Transgender Bernie Sanders,' LGBT Activist Says“She’s still into women and wants to meet the right one,” Halperin recalled one friend saying.”
“My heart goes out to her and I know her true friends will be there to support her on whatever path she chooses.”According to Halperin, multiple sources close to the Kardashian family told him that Jenner might revert back because she retains her interest in females.”
“It has been much harder than she anticipated.”
“I don’t think it would surprise anybody in her inner circle.”
““She’s thrilled she has raised awareness about how transgender people have long been discriminated against but I think there’s a chance she’ll de-transition in the next couple years.”","['Opinion', 'Sensational']"
17,"“Read more from Yahoo Entertainment:”
“He does, however, maintain a picture of Stefani as his profile photo.”
“Music’s odd couple, Gwen Stefani and Blake Shelton — aka the rocker and the country boy — have never been free of gossip speculating about their relationship.”
“Apparently, the latest news is that the two are through.”
“In Touch Weekly reports that Shelton actually unceremoniously dumped Stefani in February before embarking on a tour.”
“But wait — if that’s the case, then why is Stefani appearing with him on stage?”
“And not just appearing … they’re appearing pretty cuddly.”
“The singer posted an Instagram shot on Mar.”
“14 of the two embracing on what appears to be the most recent date of his “Country Music Freaks” trek.”
“@blakeshelton #countrymusicfreakstour gx A post shared by Gwen Stefani (@gwenstefani) on Mar 14, 2018 at 3:28pm PDTThis isn’t the first such picture she has shared since February.”",['Opinion']
18,"“List Golden Globes 2017 By The Numbers The Highest Paid Golden Globes Nominees...”
“...on the Golden Globes La La Land Breaks Record For Most Golden Globe Wins Ever Donald Glover Wins Big For Atlanta At The Golden Globes Ryan Gosling Wins Golden Globe For La La Land Performance Emma Stone Of La La Land Wins Golden Globe Golden Globes Nominees 2017 The Full...”
“At Sunday night's 74th annual Golden Globe Awards, Hollywood's finest gathered to toast the best in TV and film.”
“Hosted by The Tonight Show's Jimmy Fallon at the Beverly Hilton in Los Angeles, the star-studded event proved to be full of surprises.”
“Sweeping the movie awards was the critically-acclaimed musical La La Land, which broke the record for most wins by any one film.”
“It won all seven of the categories it was nominated in, including a Best Actor statuette for Ryan Gosling, Best Actress for Emma Stone and Best Director for its auteur Damian Chazelle.”
“""There was something about these characters and what they're going through that feels very human and natural even in their fantastic circumstances,"" said Stone backstage, speaking of the Lionsgate movie-musical.”
“""Struggling and falling in love is something I think everybody can relate to in some way.""”
“Heavier fare also won out: the coming-of-age story Moonlight took home Best Picture, one of its six categories, while the August Wilson play adaptation Fences earned a nod for its female lead.”
“""It's not every day Hollywood thinks of translating a play to screen,"" said Best Supporting Actress winner Viola Davis of the movie, which grossed $40.7 million at the box office.”","['Opinion', 'Sensational']"
19,"“Embed Code RestartRelated Gallery...”
“""She won't fall in love anytime soon,"" the source revealed.”
“A source tells ET that the 49-year-old actress has started ""casually dating,"" five months after announcing her split from husband Justin Theroux.”
“After Aniston and Theroux ended things, the Friends star ""really relied on her friends to get her through the tough times,"" according to the source.”
“""During that time, she was able to heal and be comfortable with dating again.""”
“""Jennifer has never felt she needed a man, but she loves love,"" the source continued.”
“""Jennifer is casually dating, but right now nothing serious.”
“She is just having fun, seeing where things go.""”
“Jennifer Aniston Spotted in NYC for First Time Since Justin Theroux Split This video is unavailable because we were unable to load a message from our sponsors.”
“If you are using ad-blocking software, please disable it and reload the page.”","['Opinion', 'Sensational']"
20,"“She makes all of her own decisions...No matter how hard you try, it falls on deaf ears.""”
“No one controls her.”
“There is no fall person here.”
“Teefey continued, ""Her team are amazing people.”
“""I had a long talk with her about not talking with him and it didn't click.""”
“""Sorry no one can make Selena do anything she doesn't want to,"" she wrote.”
“Teefey also wrote a long post on Facebook earlier this week, revealing she told her daughter not to work with Woody Allen on the upcoming film A Rainy Day in New York.”
“Selena is an adult and can make her own choices.""”
“I do not control her the way it has been portrayed.”
“""She is 25 years old and knows what is at stake with her health.”","['Satire', 'Sensational']"
21,"“Fans were quick to comment on the social media drama'I'm going to be really sad': Everyone had an opinion on their fave reality star...”
“'Don't crush my dreams!'”
“So when the mother-of-three briefly shut down her Instagram account on Monday, the sudden drama was completely out of character.”
“The 38-year-old reality star only took the move after first unfollowing her toy boy boyfriend Younes Bendjima, 24, on Saturday.”
“For his part model Younes turned his account private.”
“Kourtney's sisters and motherKris Jenner do not follow Younes.”
“Trouble in paradise?”
“Kourtney Kardashian 38 briefly deleted her Instagram after unfollowing toy boy Younes Bendjima 24 on social media the two are seen in Paris in September Support As fans picked up on the changes Kim posted this picture with her sister The changes suggested there might be trouble in paradise for...”
“...the May to December couple who were first linked in 2016”
“Twitter certainly thought so, with fans clamoring to suggest the pair had broken up.”","['Satire', 'Sensational']"
22,"“Harry's close friend Tom Inskip and Prince William are believed to be in charge of planning the stag party.”
“The £6,000-a-night members' club holds fond memories for Meghan as she has previously stayed there with Millie Mackintosh, as well as visiting twice with fiance Harry during their whirlwind romance.”
“The couple are said to be planning a 'private dinner followed by games' in May, as well as having a rehearsal dinner prior to the big day at St George's Chapel, Windsor Castle.”
“A source said that Meghan, 36, 'wants to wait until her friends are in the UK before having her hen party.'”
“This would mean that close friends including Jessica Mulroney, who is based in Toronto, will be able to attend.”
“Prince Harry and Meghan are believe to be planning a joint stag and hen do just days before their wedding in MaySpeaking to OK!”
“...magazine, the source said: 'Meghan wants to wait until her friends are in the UK for the wedding before having her hen party.”
“She wants a joint party with Harry and his friends.”
“'It won't be anything too wild, they're planning a private dinner followed by games'.”
“It was previously reported that Meghan had enjoyed a low-key hen-do at Soho Farmhouse with close pals.”",['Satire']
23,"“'s other children, Jason, 47, from his marriage to Marguerite, and Sydney, 31, from his marriage to Nicole, have managed to stay out of the spotlight so far.”
“Splash O.J.”
“According to Splash, the realtor took off in his pickup truck when he was questioned about his father's release.”
“The 29-year-old was photographed working in St. Petersburg, Florida.”
“Meanwhile, his son Justin, from his marriage to Nicole Brown Simpson, seems to be keeping his distance.”
“Backgrid Arnelle was spotted shopping at a local TJ Maxx, Stein Mart and Burlington Coat Factory before picking up groceries at Trader Joe's.”
“The 48-year-old also spoke out on his behalf at his parole hearing in July.”
“It seems his eldest daughter Arnelle, from his first marriage to Marguerite Whitley, is there to support him.”
“...might try to return to Florida, the AP says Simpson plans to stay in the Las Vegas area for the foreseeable future.”
“Despite reports O.J.”","['Satire', 'Sensational']"
24,"“(To see more of their cute moments from throughout the years, click here).”
“That August, the couple tied the knot with an intimate ceremony in their L.A. home.”
“The happy couple later showed off their engagement bling on the Daytime Emmys red carpet that same year.”
“...her talk show DeGeneres announced her plans to wed de Rossi the reveal followed the news that the California Supreme Court had struck down a law banning same sex marriage...”
“I felt weak at the knees and I was overwhelmed with how I felt but then it took me about 10 months to get the courage up to actually do anything about it FROM PEN Jada Pinkett Smith Talks Celebrating 20 Years with Will Smith In a 2008 episode of...”
“...t believe it but she turned around and it was like an arrow was shot through my heart...”
“We did talk a little bit and then over those three years we saw each other at parties or at various things but the one time that was the most significant was during a photoshoot actually She continued I just walked over to say hello to her and I couldn...”
““We actually met socially and I just felt that immediate draw,” she said.”
““Happy anniversary @theellenshow and @portiaderossi.”During an interview with Oprah Winfrey, de Rossi recalled about falling for DeGeneres.”
“It’s still one of the most fun things I’ve ever done,” Radin wrote.”",['Sensational']
25,"“Timberlake is set to perform at the Super Bowl in Minneapolis, MN on February 4, 2018 as the Philadelphia Eagles take on the New England Patriots.”
“Then, appearing to realize that Timberlake has had his share of controversial moments, Fatone added, ""He is in a sense, but not in a sense to do it deliberately.""”
“He's not controversial like that.""”
“While Fatone couldn't confirm or deny a Jackson appearance, he did say, ""He's not that kind of person.”
“TMZ's cameraperson also asked if Fatone thought Timberlake would bring Janet Jackson out during his performance as a nod to their controversial wardrobe malfunction incident at Super Bowl XXXVIII.”
“*NSYNC's members most recently regrouped for a one-off performance at the 2013 MTV Video Music Awards.”
“Shit, he's doing his thing.""”
“He pointed out, ""There's nothing wrong with that.”
“The former *NSYNC singer didn't appear upset about the fact that a reunion wasn't happening.”
“So, obviously, there's your proof.""”","['Satire', 'Sensational']"
26,"“Let us know below!”
“He has thought about starting a family with Selena at some point down the line maybe in a few years and he has told her that he would want to have a girl because nothing would be better for him...”
“He and Selena Gomez are happy as can be right now, but HollywoodLife.com has learned EXCLUSIVELY that The Weeknd may be just a little happier if they had a few more people to love!”
“The Weeknd, 27, and Selena Gomez, 25, are young and in love, but that doesn’t mean they can’t think about the future.”
“An insider close to the The Weeknd revealed to HollywoodLife.com EXCLUSIVELY that the “Starboy” singer is very interested in making babies with the “Fetish” songstress when the time comes!”
“OMG, we’re dying.”
“Can you imagine these two as parents?!?”
“Well, maybe not right away!”
“Click here to see pics of Selena’s 25th birthday.”
“...then to have a cute little Selena look alike bouncing around the source said said...”","['Satire', 'Sensational']"
27,"“A source close to the couple previously told PEOPLE the pair tried to make things work after “growing apart” over the past year.”
“| Credit: Ethan Miller/GettyLast week, she updated Instagram with her first post since her separation, writing, “Thank you guys for all your love.”
“Channing Tatum is having a tough time adjusting to his split with ex Jenna Dewan, sources say.”
“The breakup has “been hard for Channing,” a source close to the couple, both 37, tells PEOPLE.”
““He always had Jenna and their family to go home to, so having their separation be ‘official’ now has been a big adjustment for him.”Get push notifications with news, features and more.”
“As for Dewan, a second source says, “Jenna has a super-packed schedule and a ton of girlfriends to lean on and spend time with.”
“Her life isn’t really changing … if anything, she’s just busier.”Both Dewan and Tatum have been spotted out and about without their wedding rings since jointly announcing their split on April 2.”
“Days after news of their breakup was made public, Dewan went back to shooting her upcoming TV show Mixtape.”
“This past weekend, Tatum stepped out for the Honda Indy Grand Prix on Sunday, attending his first public event since he and Dewan announced their split.”
“The 37-year-old actor attended the event in Birmingham, Alabama, where he served as the grand marshal and hung out with Bachelor star Arie Luyendyk Jr.”",['Sensational']
28,"“[h/t: Refinery29]”
“""Getting to work with Charlize and what we did together will always be remembered as a great high point of my life.""”
“After scheduling issues made the actress turn down a role in the DC Extended Universe film, it appears that she's very open to appearing in Wonder Woman 2.”
“During a panel at last month's San Diego Comic-Con, Theron addressed the possibility of reuniting with Wonder Woman director Patty Jenkins - who previously teamed up with the actress in Monster.”
“""Look I would love to work with her again.""”
“Theron revealed.”
“""I had such an incredible time.”
“I trusted her from the first time I met her.”
“That’s a big thing for an actor, to be able to trust your director that way and she just never disappointed.”
“She’s incredible so to see her have this moment, I just feel incredibly happy for her.""”","['Opinion', 'Satire', 'Sensational']"
29,"“Ben and Jen officially filed for divorce in April 2017, with Jen reportedly making the first move.”
“We were only there for I think, a week and a half, two weeks, working, but I went to Jen a couple times asking advice on certain things and she’s an incredible woman, she really is,” Duhamel revealed.”
“Josh Duhamel finally responds to those Jennifer Garner dating rumors and he can’t stop smiling!”
“Josh Duhamel, 45, and Jennifer Garner, 45, are the same age, they’re both in the business and they’re both single.”
“So, when rumors began to swirl that the two Hollywood A-listers were dating, fans went wild.”
“However, you can pump the breaks on that one, because, although Duhamel thinks his Love, Simon co-star is “incredible,” he’s laughing off those pesky dating rumors.”
““It does truly amaze me what some of the things that are printed,” Duhamel told E!”
“News at the premiere of the movie in Los Angeles on March 13.”
““It’s like, how is that even legal?”
“I try not to comment on it.”","['Satire', 'Sensational']"
30,"““They started telling friends a few weeks ago,” said the source.”
““Kylie is very happy.”BABY ON BOARD — SEPTEMBER 2017In September, multiple sources told PEOPLE the Kylie Lip Kit creator was pregnant with her first child.”
““They also talked a lot.”
“Later, the couple headed to Boston’s Theater District where Scott made an appearance at Bijou nightclub“He was definitely looking for something intimate,” one club-goer told PEOPLE.”
“Located just outside Boston in the town of Waltham, Bentley was celebrating their annual Spring Day, which always included a big a concert on campus featuring Scott.”
“A SHOW OF SUPPORT — APRIL 2017Jenner headed to Bentley University outside Boston to support her beau.”
“Once he got back, they definitely looked like a couple, cuddled up next to each other among her friends,” said the onlooker, who attended the game and spotted Jenner kissing Scott’s neck.”
“...courtside club anxiously waiting for him to come back to her...”
“According to an onlooker at the Houston Rockets vs Oklahoma City Thunder game where Scott performed before tip off the Keeping Up with the Kardashians star and the hip hop artist were spotted holding hands and definitely looked like a couple During his performance Kylie was hiding in the Rockets...”
“PACKING ON PDA — APRIL 2017Image zoom Credit: Bob Levey/GettyA few weeks after hanging out at Coachella together, the couple seemed to make their love official by getting cuddly at an NBA playoff game in Houston, Texas.”",['Sensational']
